station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ACT,2021-02-07 00:00,,,,330.00,11.00,,29.94,,10.00,17.00,CLR,,,,,,,,,,,,,,,,KACT 070000Z AUTO 33011G17KT 10SM CLR 16/03 A2994 RMK T01600030 MADISHF
ACT,2021-02-07 00:05,,,,330.00,11.00,,29.94,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070005Z AUTO 33011KT 10SM CLR 16/03 A2994 RMK T01600030 MADISHF
ACT,2021-02-07 00:10,,,,320.00,10.00,,29.94,,10.00,15.00,CLR,,,,,,,,,,,,,,,,KACT 070010Z AUTO 32010G15KT 10SM CLR 16/03 A2994 RMK T01600030 MADISHF
ACT,2021-02-07 00:15,,,,320.00,11.00,,29.94,,10.00,17.00,CLR,,,,,,,,,,,,,,,,KACT 070015Z AUTO 32011G17KT 10SM CLR 16/02 A2994 RMK T01600020 MADISHF
ACT,2021-02-07 00:20,,,,320.00,13.00,,29.95,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070020Z AUTO 32013KT 10SM CLR 16/02 A2995 RMK T01600020 MADISHF
ACT,2021-02-07 00:25,,,,330.00,11.00,,29.95,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070025Z AUTO 33011KT 10SM CLR 16/02 A2995 RMK T01600020 MADISHF
ACT,2021-02-07 00:30,,,,330.00,9.00,,29.95,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070030Z AUTO 33009KT 10SM CLR 14/02 A2995 RMK T01400020 MADISHF
ACT,2021-02-07 00:35,,,,340.00,8.00,,29.96,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070035Z AUTO 34008KT 10SM CLR 14/02 A2995 RMK T01400020 MADISHF
ACT,2021-02-07 00:40,,,,340.00,9.00,,29.96,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070040Z AUTO 34009KT 10SM CLR 14/02 A2995 RMK T01400020 MADISHF
ACT,2021-02-07 00:45,,,,350.00,9.00,,29.96,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070045Z AUTO 35009KT 10SM CLR 14/03 A2995 RMK T01400030 MADISHF
ACT,2021-02-07 00:50,,,,350.00,8.00,,29.96,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070050Z AUTO 35008KT 10SM CLR 13/03 A2995 RMK T01300030 MADISHF
ACT,2021-02-07 00:51,55.90,37.00,48.95,350.00,8.00,0.00,29.97,1014.50,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070051Z 35008KT 10SM CLR 13/03 A2997 RMK AO2 SLP145 T01330028
ACT,2021-02-07 00:55,,,,340.00,9.00,,29.97,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070055Z AUTO 34009KT 10SM CLR 13/03 A2996 RMK T01300030 MADISHF
ACT,2021-02-07 01:00,,,,340.00,8.00,,29.97,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070100Z AUTO 34008KT 10SM CLR 13/03 A2996 RMK T01300030 MADISHF
ACT,2021-02-07 01:05,,,,340.00,8.00,,29.98,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070105Z AUTO 34008KT 10SM CLR 13/03 A2997 RMK T01300030 MADISHF
ACT,2021-02-07 01:10,,,,350.00,8.00,,29.98,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070110Z AUTO 35008KT 10SM CLR 13/03 A2997 RMK T01300030 MADISHF
ACT,2021-02-07 01:15,,,,340.00,7.00,,29.98,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070115Z AUTO 34007KT 10SM CLR 12/03 A2997 RMK T01200030 MADISHF
ACT,2021-02-07 01:20,,,,350.00,8.00,,29.98,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070120Z AUTO 35008KT 10SM CLR 12/03 A2997 RMK T01200030 MADISHF
ACT,2021-02-07 01:25,,,,350.00,8.00,,29.98,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070125Z AUTO 35008KT 10SM CLR 12/03 A2997 RMK T01200030 MADISHF
ACT,2021-02-07 01:30,,,,360.00,9.00,,29.98,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070130Z AUTO 36009KT 10SM CLR 12/03 A2997 RMK T01200030 MADISHF
ACT,2021-02-07 01:35,,,,360.00,7.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070135Z AUTO 36007KT 10SM CLR 12/03 A2998 RMK T01200030 MADISHF
ACT,2021-02-07 01:40,,,,360.00,5.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070140Z AUTO 36005KT 10SM CLR 11/03 A3000 RMK T01100030 MADISHF
ACT,2021-02-07 01:45,,,,360.00,8.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070145Z AUTO 36008KT 10SM CLR 11/03 A3000 RMK T01100030 MADISHF
ACT,2021-02-07 01:50,,,,360.00,10.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070150Z AUTO 36010KT 10SM CLR 12/03 A3000 RMK T01200030 MADISHF
ACT,2021-02-07 01:51,53.10,37.90,56.17,360.00,9.00,0.00,30.00,1015.60,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070151Z 36009KT 10SM CLR 12/03 A3000 RMK AO2 SLP156 T01170033
ACT,2021-02-07 01:55,,,,360.00,10.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070155Z AUTO 36010KT 10SM CLR 12/03 A3000 RMK T01200030 MADISHF
ACT,2021-02-07 02:00,,,,10.00,10.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070200Z AUTO 01010KT 10SM CLR 11/03 A3000 RMK T01100030 MADISHF
ACT,2021-02-07 02:05,,,,10.00,11.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070205Z AUTO 01011KT 10SM CLR 11/03 A3000 RMK T01100030 MADISHF
ACT,2021-02-07 02:10,,,,10.00,11.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070210Z AUTO 01011KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:15,,,,10.00,11.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070215Z AUTO 01011KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:20,,,,10.00,11.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070220Z AUTO 01011KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:25,,,,10.00,11.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070225Z AUTO 01011KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:30,,,,10.00,11.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070230Z AUTO 01011KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:35,,,,20.00,13.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070235Z AUTO 02013KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:40,,,,10.00,10.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070240Z AUTO 01010KT 10SM CLR 11/03 A3001 RMK T01100030 MADISHF
ACT,2021-02-07 02:45,,,,10.00,10.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070245Z AUTO 01010KT 10SM CLR 10/03 A3002 RMK T01000030 MADISHF
ACT,2021-02-07 02:50,,,,10.00,9.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070250Z AUTO 01009KT 10SM CLR 10/03 A3002 RMK T01000030 MADISHF
ACT,2021-02-07 02:51,50.00,37.90,62.98,10.00,9.00,0.00,30.03,1016.70,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070251Z 01009KT 10SM CLR 10/03 A3003 RMK AO2 SLP167 T01000033 51031
ACT,2021-02-07 02:55,,,,10.00,9.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070255Z AUTO 01009KT 10SM CLR 10/03 A3003 RMK T01000030 MADISHF
ACT,2021-02-07 03:00,,,,10.00,8.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070300Z AUTO 01008KT 10SM CLR 10/03 A3004 RMK T01000030 MADISHF
ACT,2021-02-07 03:05,,,,10.00,7.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070305Z AUTO 01007KT 10SM CLR 09/03 A3004 RMK T00900030 MADISHF
ACT,2021-02-07 03:10,,,,360.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070310Z AUTO 36005KT 10SM CLR 09/03 A3004 RMK T00900030 MADISHF
ACT,2021-02-07 03:15,,,,10.00,5.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070315Z AUTO 01005KT 10SM CLR 09/03 A3004 RMK T00900030 MADISHF
ACT,2021-02-07 03:20,,,,10.00,7.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070320Z AUTO 01007KT 10SM CLR 09/03 A3004 RMK T00900030 MADISHF
ACT,2021-02-07 03:25,,,,10.00,7.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070325Z AUTO 01007KT 10SM CLR 08/03 A3004 RMK T00800030 MADISHF
ACT,2021-02-07 03:30,,,,20.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070330Z AUTO 02005KT 10SM CLR 08/03 A3005 RMK T00800030 MADISHF
ACT,2021-02-07 03:35,,,,20.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070335Z AUTO 02005KT 10SM CLR 07/03 A3005 RMK T00700030 MADISHF
ACT,2021-02-07 03:40,,,,30.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070340Z AUTO 03005KT 10SM CLR 07/03 A3005 RMK T00700030 MADISHF
ACT,2021-02-07 03:45,,,,30.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070345Z AUTO 03005KT 10SM CLR 07/03 A3006 RMK T00700030 MADISHF
ACT,2021-02-07 03:50,,,,40.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070350Z AUTO 04005KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 03:51,43.00,36.00,76.12,50.00,4.00,0.00,30.07,1018.20,10.00,,CLR,,,,,,,,,,,,,,,40.27,KACT 070351Z 05004KT 10SM CLR 06/02 A3007 RMK AO2 SLP182 T00610022
ACT,2021-02-07 03:55,,,,40.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070355Z AUTO 04005KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 04:00,,,,40.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070400Z AUTO 04005KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 04:05,,,,20.00,7.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070405Z AUTO 02007KT 10SM CLR 06/02 A3007 RMK T00600020 MADISHF
ACT,2021-02-07 04:10,,,,30.00,5.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070410Z AUTO 03005KT 10SM CLR 07/03 A3007 RMK T00700030 MADISHF
ACT,2021-02-07 04:15,,,,50.00,4.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070415Z AUTO 05004KT 10SM CLR 06/03 A3007 RMK T00600030 MADISHF
ACT,2021-02-07 04:20,,,,60.00,4.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070420Z AUTO 06004KT 10SM CLR 07/03 A3007 RMK T00700030 MADISHF
ACT,2021-02-07 04:25,,,,60.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070425Z AUTO 06005KT 10SM CLR 07/03 A3006 RMK T00700030 MADISHF
ACT,2021-02-07 04:30,,,,50.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070430Z AUTO 05005KT 10SM CLR 07/03 A3006 RMK T00700030 MADISHF
ACT,2021-02-07 04:35,,,,50.00,7.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070435Z AUTO 05007KT 10SM CLR 06/02 A3005 RMK T00600020 MADISHF
ACT,2021-02-07 04:40,,,,50.00,7.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070440Z AUTO 05007KT 10SM CLR 06/02 A3005 RMK T00600020 MADISHF
ACT,2021-02-07 04:45,,,,40.00,8.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070445Z AUTO 04008KT 10SM CLR 06/02 A3005 RMK T00600020 MADISHF
ACT,2021-02-07 04:50,,,,30.00,8.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070450Z AUTO 03008KT 10SM CLR 06/02 A3005 RMK T00600020 MADISHF
ACT,2021-02-07 04:51,42.10,36.00,78.80,40.00,8.00,0.00,30.06,1017.80,10.00,,CLR,,,,,,,,,,,,,,,36.55,KACT 070451Z 04008KT 10SM CLR 06/02 A3006 RMK AO2 SLP178 T00560022
ACT,2021-02-07 04:55,,,,30.00,8.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070455Z AUTO 03008KT 10SM CLR 05/02 A3005 RMK T00500020 MADISHF
ACT,2021-02-07 05:00,,,,30.00,9.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070500Z AUTO 03009KT 10SM CLR 06/02 A3005 RMK T00600020 MADISHF
ACT,2021-02-07 05:05,,,,30.00,9.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070505Z AUTO 03009KT 10SM CLR 06/03 A3005 RMK T00600030 MADISHF
ACT,2021-02-07 05:10,,,,30.00,8.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070510Z AUTO 03008KT 10SM CLR 06/03 A3005 RMK T00600030 MADISHF
ACT,2021-02-07 05:15,,,,30.00,7.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070515Z AUTO 03007KT 10SM CLR 06/03 A3005 RMK T00600030 MADISHF
ACT,2021-02-07 05:20,,,,40.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070520Z AUTO 04007KT 10SM CLR 06/03 A3006 RMK T00600030 MADISHF
ACT,2021-02-07 05:25,,,,30.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070525Z AUTO 03005KT 10SM CLR 06/03 A3006 RMK T00600030 MADISHF
ACT,2021-02-07 05:30,,,,50.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070530Z AUTO 05002KT 10SM CLR 06/03 A3006 RMK T00600030 MADISHF
ACT,2021-02-07 05:35,,,,0.00,0.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070535Z AUTO 00000KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 05:40,,,,120.00,2.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070540Z AUTO 12002KT 10SM CLR 06/02 A3007 RMK T00600020 MADISHF
ACT,2021-02-07 05:45,,,,140.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070545Z AUTO 14002KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 05:50,,,,0.00,0.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070550Z AUTO 00000KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 05:51,42.10,36.00,78.80,0.00,0.00,0.00,30.07,1018.10,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070551Z AUTO 00000KT 10SM CLR 06/02 A3007 RMK AO2 SLP181 T00560022 10161 20050 402220050 51016
ACT,2021-02-07 05:55,,,,0.00,0.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070555Z AUTO 00000KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 06:00,,,,0.00,0.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070600Z AUTO 00000KT 10SM CLR 05/02 A3006 RMK T00500020 MADISHF
ACT,2021-02-07 06:05,,,,0.00,0.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070605Z AUTO 00000KT 10SM CLR 04/01 A3006 RMK T00400010 MADISHF
ACT,2021-02-07 06:10,,,,0.00,0.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070610Z AUTO 00000KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 06:15,,,,40.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070615Z AUTO 04002KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 06:20,,,,50.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070620Z AUTO 05005KT 10SM CLR 03/01 A3006 RMK T00300010 MADISHF
ACT,2021-02-07 06:25,,,,50.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070625Z AUTO 05007KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 06:30,,,,40.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070630Z AUTO 04007KT 10SM CLR 06/03 A3006 RMK T00600030 MADISHF
ACT,2021-02-07 06:35,,,,50.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070635Z AUTO 05008KT 10SM CLR 06/03 A3006 RMK T00600030 MADISHF
ACT,2021-02-07 06:40,,,,60.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070640Z AUTO 06005KT 10SM CLR 06/02 A3006 RMK T00600020 MADISHF
ACT,2021-02-07 06:45,,,,50.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070645Z AUTO 05005KT 10SM CLR 05/02 A3006 RMK T00500020 MADISHF
ACT,2021-02-07 06:50,,,,50.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070650Z AUTO 05007KT 10SM CLR 05/02 A3006 RMK T00500020 MADISHF
ACT,2021-02-07 06:51,41.00,35.10,79.34,50.00,7.00,0.00,30.07,1017.90,10.00,,CLR,,,,,,,,,,,,,,,35.75,KACT 070651Z AUTO 05007KT 10SM CLR 05/02 A3007 RMK AO2 SLP179 T00500017
ACT,2021-02-07 06:55,,,,50.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070655Z AUTO 05005KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 07:00,,,,50.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070700Z AUTO 05005KT 10SM CLR 05/02 A3006 RMK T00500020 MADISHF
ACT,2021-02-07 07:05,,,,40.00,2.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070705Z AUTO 04002KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
ACT,2021-02-07 07:10,,,,50.00,2.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070710Z AUTO 05002KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
ACT,2021-02-07 07:15,,,,50.00,2.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070715Z AUTO 05002KT 10SM CLR 04/01 A3007 RMK T00400010 MADISHF
ACT,2021-02-07 07:20,,,,40.00,4.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070720Z AUTO 04004KT 10SM CLR 04/01 A3007 RMK T00400010 MADISHF
ACT,2021-02-07 07:25,,,,30.00,4.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070725Z AUTO 03004KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 07:30,,,,40.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070730Z AUTO 04005KT 10SM CLR 03/01 A3006 RMK T00300010 MADISHF
ACT,2021-02-07 07:35,,,,50.00,4.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070735Z AUTO 05004KT 10SM CLR 02/00 A3006 RMK T00200000 MADISHF
ACT,2021-02-07 07:40,,,,50.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070740Z AUTO 05002KT 10SM CLR 02/00 A3006 RMK T00200000 MADISHF
ACT,2021-02-07 07:45,,,,60.00,4.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070745Z AUTO 06004KT 10SM CLR 03/00 A3006 RMK T00300000 MADISHF
ACT,2021-02-07 07:50,,,,90.00,4.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070750Z AUTO 09004KT 10SM CLR 03/01 A3006 RMK T00300010 MADISHF
ACT,2021-02-07 07:51,39.00,34.00,82.08,90.00,4.00,0.00,30.07,1018.00,10.00,,CLR,,,,,,,,,,,,,,,35.59,KACT 070751Z AUTO 09004KT 10SM CLR 04/01 A3007 RMK AO2 SLP180 T00390011
ACT,2021-02-07 07:55,,,,100.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070755Z AUTO 10002KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 08:00,,,,90.00,4.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070800Z AUTO 09004KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 08:05,,,,90.00,4.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070805Z AUTO 09004KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 08:10,,,,100.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070810Z AUTO 10002KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 08:15,,,,90.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070815Z AUTO 09002KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 08:20,,,,100.00,2.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070820Z AUTO 10002KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
ACT,2021-02-07 08:25,,,,90.00,2.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070825Z AUTO 09002KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
ACT,2021-02-07 08:30,,,,70.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070830Z AUTO 07005KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
ACT,2021-02-07 08:35,,,,80.00,4.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070835Z AUTO 08004KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
ACT,2021-02-07 08:40,,,,70.00,5.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070840Z AUTO 07005KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
ACT,2021-02-07 08:45,,,,70.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070845Z AUTO 07005KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
ACT,2021-02-07 08:50,,,,70.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070850Z AUTO 07005KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
ACT,2021-02-07 08:51,37.00,34.00,88.78,70.00,6.00,0.00,30.04,1017.10,10.00,,CLR,,,,,,,,,,,,,,,31.55,KACT 070851Z AUTO 07006KT 10SM CLR 03/01 A3004 RMK AO2 SLP171 T00280011 58010
ACT,2021-02-07 08:55,,,,70.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070855Z AUTO 07005KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
ACT,2021-02-07 09:00,,,,70.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070900Z AUTO 07005KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
ACT,2021-02-07 09:05,,,,80.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070905Z AUTO 08005KT 10SM CLR 03/02 A3004 RMK T00300020 MADISHF
ACT,2021-02-07 09:10,,,,80.00,2.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070910Z AUTO 08002KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
ACT,2021-02-07 09:15,,,,90.00,2.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070915Z AUTO 09002KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
ACT,2021-02-07 09:20,,,,0.00,0.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070920Z AUTO 00000KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
ACT,2021-02-07 09:25,,,,0.00,0.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070925Z AUTO 00000KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
ACT,2021-02-07 09:30,,,,0.00,0.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KACT 070930Z AUTO 00000KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
ACT,2021-02-07 09:35,,,,0.00,0.00,,30.04,,9.00,,CLR,,,,,,,,,,,,,,,,KACT 070935Z AUTO 00000KT 9SM CLR 02/01 A3004 RMK T00200010 MADISHF
ACT,2021-02-07 09:40,,,,0.00,0.00,,30.04,,9.00,,CLR,,,,,,,,,,,,,,,,KACT 070940Z AUTO 00000KT 9SM CLR 02/00 A3004 RMK T00200000 MADISHF
ACT,2021-02-07 09:45,,,,0.00,0.00,,30.03,,8.00,,CLR,,,,,,,,,,,,,,,,KACT 070945Z AUTO 00000KT 8SM CLR 02/00 A3003 RMK T00200000 MADISHF
ACT,2021-02-07 09:50,,,,0.00,0.00,,30.03,,6.00,,CLR,,,,,,,,BR,,,,,,,,KACT 070950Z AUTO 00000KT 6SM BR CLR 02/00 A3003 RMK T00200000 MADISHF
ACT,2021-02-07 09:51,35.10,32.00,88.33,0.00,0.00,0.00,30.03,1016.60,6.00,,CLR,,,,,,,,BR,,,,,,,,KACT 070951Z AUTO 00000KT 6SM BR CLR 02/00 A3003 RMK AO2 SLP166 T00170000
ACT,2021-02-07 09:55,,,,0.00,0.00,,30.03,,5.00,,CLR,,,,,,,,BR,,,,,,,,KACT 070955Z AUTO 00000KT 5SM BR CLR 01/00 A3003 RMK T00100000 MADISHF
ACT,2021-02-07 10:00,,,,0.00,0.00,,30.03,,5.00,,CLR,,,,,,,,BR,,,,,,,,KACT 071000Z AUTO 00000KT 5SM BR CLR 01/00 A3003 RMK T00100000 MADISHF
ACT,2021-02-07 10:05,,,,0.00,0.00,,30.03,,5.00,,CLR,,,,,,,,BR,,,,,,,,KACT 071005Z AUTO 00000KT 5SM BR CLR 01/00 A3003 RMK T00100000 MADISHF
