station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ACT,2021-02-12 02:35,,,,360.00,11.00,,30.18,,8.00,19.00,OVC,,,,2700.00,,,,,,,,,,,,KACT 120235Z AUTO 36011G19KT 8SM OVC027 M01/M04 A3018 RMK T10101040 MADISHF
ACT,2021-02-12 02:40,,,,360.00,10.00,,30.18,,8.00,,OVC,,,,2700.00,,,,,,,,,,,,KACT 120240Z AUTO 36010KT 8SM OVC027 M01/M04 A3018 RMK T10101040 MADISHF
ACT,2021-02-12 02:45,,,,360.00,9.00,,30.19,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120245Z AUTO 36009KT 8SM OVC026 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 02:50,,,,10.00,10.00,,30.18,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120250Z AUTO 01010KT 8SM OVC026 M01/M04 A3018 RMK T10101040 MADISHF
ACT,2021-02-12 02:51,30.00,25.00,81.40,360.00,10.00,0.00,30.19,1022.50,8.00,,OVC,,,,2600.00,,,,,,,,,,,20.46,KACT 120251Z 36010KT 8SM OVC026 M01/M04 A3019 RMK AO2 SLP225 T10111039 53001 $
ACT,2021-02-12 02:55,,,,360.00,10.00,,30.19,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120255Z AUTO 36010KT 8SM OVC026 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:00,,,,360.00,11.00,,30.19,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120300Z AUTO 36011KT 8SM OVC026 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:05,,,,350.00,9.00,,30.19,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120305Z AUTO 35009KT 8SM OVC026 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:10,,,,350.00,10.00,,30.20,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120310Z AUTO 35010KT 8SM OVC026 M01/M04 A3020 RMK T10101040 MADISHF
ACT,2021-02-12 03:15,,,,350.00,8.00,,30.19,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120315Z AUTO 35008KT 8SM OVC026 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:20,,,,360.00,9.00,,30.19,,8.00,,OVC,,,,2600.00,,,,,,,,,,,,KACT 120320Z AUTO 36009KT 8SM OVC026 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:25,,,,360.00,11.00,,30.19,,8.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120325Z AUTO 36011KT 8SM OVC025 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:30,,,,360.00,10.00,,30.19,,8.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120330Z AUTO 36010KT 8SM OVC025 M01/M04 A3019 RMK T10101040 MADISHF
ACT,2021-02-12 03:35,,,,360.00,14.00,,30.20,,8.00,19.00,OVC,,,,2500.00,,,,,,,,,,,,KACT 120335Z AUTO 36014G19KT 8SM OVC025 M01/M04 A3020 RMK T10101040 MADISHF
ACT,2021-02-12 03:40,,,,360.00,14.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120340Z AUTO 36014KT 9SM OVC025 M01/M04 A3020 RMK T10101040 MADISHF
ACT,2021-02-12 03:45,,,,360.00,11.00,,30.19,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120345Z AUTO 36011KT 9SM OVC025 M02/M04 A3019 RMK T10201040 MADISHF
ACT,2021-02-12 03:50,,,,360.00,11.00,,30.19,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120350Z AUTO 36011KT 9SM OVC025 M02/M05 A3019 RMK T10201050 MADISHF
ACT,2021-02-12 03:51,28.90,23.00,78.30,360.00,13.00,0.00,30.20,1022.90,9.00,,OVC,,,,2500.00,,,,,,,,,,,17.60,KACT 120351Z 36013KT 9SM OVC025 M02/M05 A3020 RMK AO2 SLP229 T10171050 $
ACT,2021-02-12 03:55,,,,350.00,11.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120355Z AUTO 35011KT 9SM OVC025 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:00,,,,360.00,11.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120400Z AUTO 36011KT 9SM OVC025 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 04:05,,,,360.00,11.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120405Z AUTO 36011KT 9SM OVC025 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:10,,,,10.00,13.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120410Z AUTO 01013KT 9SM OVC025 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:15,,,,360.00,13.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120415Z AUTO 36013KT 9SM OVC025 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:20,,,,360.00,11.00,,30.20,,9.00,,OVC,,,,2500.00,,,,,,,,,,,,KACT 120420Z AUTO 36011KT 9SM OVC025 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:25,,,,360.00,11.00,,30.20,,9.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120425Z AUTO 36011KT 9SM OVC024 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 04:30,,,,360.00,11.00,,30.20,,9.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120430Z AUTO 36011KT 9SM OVC024 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:35,,,,350.00,11.00,,30.20,,9.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120435Z AUTO 35011KT 9SM OVC024 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:40,,,,360.00,11.00,,30.20,,8.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120440Z AUTO 36011KT 8SM OVC024 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:45,,,,360.00,11.00,,30.20,,8.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120445Z AUTO 36011KT 8SM OVC024 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:50,,,,350.00,10.00,,30.21,,8.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120450Z AUTO 35010KT 8SM OVC024 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 04:51,28.90,23.00,78.30,350.00,10.00,0.00,30.21,1023.20,8.00,,OVC,,,,2400.00,,,,,,,,,,,19.08,KACT 120451Z 35010KT 8SM OVC024 M02/M05 A3021 RMK AO2 SLP232 T10171050 $
ACT,2021-02-12 04:55,,,,350.00,11.00,,30.21,,8.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120455Z AUTO 35011KT 8SM OVC024 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 05:00,,,,350.00,11.00,,30.21,,8.00,17.00,OVC,,,,2400.00,,,,,,,,,,,,KACT 120500Z AUTO 35011G17KT 8SM OVC024 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 05:05,,,,350.00,11.00,,30.21,,8.00,,OVC,,,,2400.00,,,,,,,,,,,,KACT 120505Z AUTO 35011KT 8SM OVC024 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 05:10,,,,360.00,11.00,,30.20,,8.00,,OVC,,,,2300.00,,,,,,,,,,,,KACT 120510Z AUTO 36011KT 8SM OVC023 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 05:15,,,,360.00,10.00,,30.20,,8.00,,OVC,,,,2300.00,,,,,,,,,,,,KACT 120515Z AUTO 36010KT 8SM OVC023 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 05:20,,,,360.00,11.00,,30.20,,8.00,,OVC,,,,2300.00,,,,,,,,,,,,KACT 120520Z AUTO 36011KT 8SM OVC023 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 05:25,,,,360.00,13.00,,30.20,,8.00,,OVC,,,,2300.00,,,,,,,,,,,,KACT 120525Z AUTO 36013KT 8SM OVC023 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 05:30,,,,360.00,11.00,,30.20,,8.00,,OVC,,,,2100.00,,,,,,,,,,,,KACT 120530Z AUTO 36011KT 8SM OVC021 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 05:35,,,,350.00,10.00,,30.21,,8.00,,OVC,,,,2100.00,,,,,,,,,,,,KACT 120535Z AUTO 35010KT 8SM OVC021 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 05:40,,,,340.00,8.00,,30.22,,8.00,,OVC,,,,2100.00,,,,,,,,,,,,KACT 120540Z AUTO 34008KT 8SM OVC021 M02/M04 A3021 RMK T10201040 MADISHF
ACT,2021-02-12 05:45,,,,340.00,8.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120545Z AUTO 34008KT 8SM OVC018 M02/M04 A3021 RMK T10201040 MADISHF
ACT,2021-02-12 05:50,,,,350.00,10.00,,30.22,,8.00,15.00,OVC,,,,1800.00,,,,,,,,,,,,KACT 120550Z AUTO 35010G15KT 8SM OVC018 M02/M04 A3021 RMK T10201040 MADISHF
ACT,2021-02-12 05:51,28.90,24.10,82.00,350.00,10.00,0.00,30.22,1023.80,8.00,,OVC,,,,1800.00,,,,,,,,,,,19.08,KACT 120551Z 35010KT 8SM OVC018 M02/M04 A3022 RMK AO2 SLP238 T10171044 11011 21017 410061022 53013 $
ACT,2021-02-12 05:55,,,,350.00,9.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120555Z AUTO 35009KT 8SM OVC018 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 06:00,,,,340.00,9.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120600Z AUTO 34009KT 8SM OVC018 M02/M04 A3021 RMK T10201040 MADISHF
ACT,2021-02-12 06:05,,,,350.00,10.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120605Z AUTO 35010KT 8SM OVC018 M02/M04 A3021 RMK T10201040 MADISHF
ACT,2021-02-12 06:10,,,,350.00,11.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120610Z AUTO 35011KT 8SM OVC018 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 06:15,,,,350.00,11.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120615Z AUTO 35011KT 8SM OVC018 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 06:20,,,,350.00,10.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120620Z AUTO 35010KT 8SM OVC018 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 06:25,,,,350.00,9.00,,30.22,,8.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120625Z AUTO 35009KT 8SM OVC018 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 06:30,,,,350.00,10.00,,30.22,,8.00,,OVC,,,,1999.00,,,,,,,,,,,,KACT 120630Z AUTO 35010KT 8SM OVC019 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 06:35,,,,350.00,10.00,,30.21,,8.00,,OVC,,,,1999.00,,,,,,,,,,,,KACT 120635Z AUTO 35010KT 8SM OVC019 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 06:40,,,,350.00,9.00,,30.21,,8.00,,OVC,,,,1999.00,,,,,,,,,,,,KACT 120640Z AUTO 35009KT 8SM OVC019 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 06:45,,,,350.00,8.00,,30.21,,8.00,,OVC,,,,1999.00,,,,,,,,,,,,KACT 120645Z AUTO 35008KT 8SM OVC019 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 06:50,,,,350.00,10.00,,30.21,,8.00,16.00,OVC,,,,1999.00,,,,,,,,,,,,KACT 120650Z AUTO 35010G16KT 8SM OVC019 M02/M04 A3020 RMK T10201040 MADISHF
ACT,2021-02-12 06:51,28.90,24.10,82.00,350.00,12.00,0.00,30.21,1023.30,8.00,,OVC,,,,2000.00,,,,,,,,,,,18.06,KACT 120651Z AUTO 35012KT 8SM OVC020 M02/M04 A3021 RMK AO2 SLP233 T10171044 $
ACT,2021-02-12 06:55,,,,350.00,11.00,,30.21,,8.00,17.00,OVC,,,,1999.00,,,,,,,,,,,,KACT 120655Z AUTO 35011G17KT 8SM OVC019 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:00,,,,350.00,14.00,,30.21,,8.00,,OVC,,,,1900.00,,,,,,,,,,,,KACT 120700Z AUTO 35014KT 8SM OVC019 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:05,,,,350.00,13.00,,30.21,,8.00,18.00,OVC,,,,1900.00,,,,,,,,,,,,KACT 120705Z AUTO 35013G18KT 8SM OVC019 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:10,,,,350.00,14.00,,30.21,,7.00,,OVC,,,,1900.00,,,,,,,,,,,,KACT 120710Z AUTO 35014KT 7SM OVC019 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:15,,,,350.00,13.00,,30.21,,7.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120715Z AUTO 35013KT 7SM OVC018 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:20,,,,350.00,13.00,,30.21,,7.00,,OVC,,,,1800.00,,,,,,,,,,,,KACT 120720Z AUTO 35013KT 7SM OVC018 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:25,,,,350.00,11.00,,30.21,,7.00,,OVC,,,,1600.00,,,,,,,,,,,,KACT 120725Z AUTO 35011KT 7SM OVC016 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:30,,,,350.00,11.00,,30.21,,7.00,16.00,OVC,,,,1600.00,,,,,,,,,,,,KACT 120730Z AUTO 35011G16KT 7SM OVC016 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:35,,,,350.00,13.00,,30.21,,6.00,18.00,OVC,,,,1400.00,,,,HZ,,,,,,,,KACT 120735Z AUTO 35013G18KT 6SM HZ OVC014 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:40,,,,350.00,15.00,,30.22,,6.00,,OVC,,,,1400.00,,,,HZ,,,,,,,,KACT 120740Z AUTO 35015KT 6SM HZ OVC014 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 07:45,,,,350.00,14.00,,30.21,,6.00,,OVC,,,,1200.00,,,,HZ,,,,,,,,KACT 120745Z AUTO 35014KT 6SM HZ OVC012 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:50,,,,350.00,11.00,,30.21,,6.00,,OVC,,,,1200.00,,,,HZ,,,,,,,,KACT 120750Z AUTO 35011KT 6SM HZ OVC012 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 07:51,28.00,23.00,81.25,360.00,12.00,0.00,30.21,1023.50,6.00,21.00,OVC,,,,1200.00,,,,HZ,,,,,,,16.91,KACT 120751Z AUTO 36012G21KT 6SM HZ OVC012 M02/M05 A3021 RMK AO2 SLP235 T10221050 $
ACT,2021-02-12 07:55,,,,350.00,11.00,,30.21,,6.00,17.00,OVC,,,,1200.00,,,,HZ,,,,,,,,KACT 120755Z AUTO 35011G17KT 6SM HZ OVC012 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 08:00,,,,350.00,11.00,,30.21,,6.00,,OVC,,,,1200.00,,,,HZ,,,,,,,,KACT 120800Z AUTO 35011KT 6SM HZ OVC012 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 08:05,,,,350.00,11.00,,30.21,,6.00,18.00,OVC,,,,1200.00,,,,HZ,,,,,,,,KACT 120805Z AUTO 35011G18KT 6SM HZ OVC012 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 08:10,,,,360.00,13.00,,30.21,,6.00,,OVC,,,,1300.00,,,,HZ,,,,,,,,KACT 120810Z AUTO 36013KT 6SM HZ OVC013 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 08:15,,,,360.00,13.00,,30.21,,7.00,,OVC,,,,1300.00,,,,,,,,,,,,KACT 120815Z AUTO 36013KT 7SM OVC013 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 08:20,,,,350.00,11.00,,30.21,,7.00,,OVC,,,,1300.00,,,,,,,,,,,,KACT 120820Z AUTO 35011KT 7SM OVC013 M02/M05 A3020 RMK T10201050 MADISHF
ACT,2021-02-12 08:25,,,,360.00,11.00,,30.22,,6.00,,OVC,,,,1300.00,,,,HZ,,,,,,,,KACT 120825Z AUTO 36011KT 6SM HZ OVC013 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 08:30,,,,10.00,15.00,,30.22,,6.00,,OVC,,,,1300.00,,,,HZ,,,,,,,,KACT 120830Z AUTO 01015KT 6SM HZ OVC013 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 08:35,,,,360.00,16.00,,30.22,,7.00,,OVC,,,,1300.00,,,,,,,,,,,,KACT 120835Z AUTO 36016KT 7SM OVC013 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 08:40,,,,10.00,15.00,,30.22,,7.00,,OVC,,,,1400.00,,,,,,,,,,,,KACT 120840Z AUTO 01015KT 7SM OVC014 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 08:45,,,,360.00,14.00,,30.22,,7.00,21.00,OVC,,,,1400.00,,,,,,,,,,,,KACT 120845Z AUTO 36014G21KT 7SM OVC014 M02/M05 A3021 RMK T10201050 MADISHF
ACT,2021-02-12 08:50,,,,350.00,13.00,,30.22,,7.00,,OVC,,,,1400.00,,,,,,,,,,,,KACT 120850Z AUTO 35013KT 7SM OVC014 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 08:51,27.00,23.00,84.66,360.00,12.00,0.00,30.22,1023.70,7.00,22.00,OVC,,,,1400.00,,,,,,,,,,,15.64,KACT 120851Z AUTO 36012G22KT 7SM OVC014 M03/M05 A3022 RMK AO2 SLP237 T10281050 55002 $
ACT,2021-02-12 08:55,,,,360.00,14.00,,30.22,,7.00,,OVC,,,,1400.00,,,,,,,,,,,,KACT 120855Z AUTO 36014KT 7SM OVC014 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:00,,,,360.00,11.00,,30.23,,7.00,,OVC,,,,1400.00,,,,,,,,,,,,KACT 120900Z AUTO 36011KT 7SM OVC014 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 09:05,,,,10.00,11.00,,30.22,,6.00,,OVC,,,,1400.00,,,,BR,,,,,,,,KACT 120905Z AUTO 01011KT 6SM BR OVC014 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:10,,,,360.00,11.00,,30.22,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120910Z AUTO 36011KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:15,,,,10.00,13.00,,30.22,,6.00,18.00,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120915Z AUTO 01013G18KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:20,,,,360.00,13.00,,30.22,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120920Z AUTO 36013KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:25,,,,360.00,11.00,,30.22,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120925Z AUTO 36011KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:30,,,,360.00,11.00,,30.22,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120930Z AUTO 36011KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:35,,,,10.00,14.00,,30.22,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120935Z AUTO 01014KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:40,,,,10.00,15.00,,30.22,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 120940Z AUTO 01015KT 6SM BR OVC013 M03/M05 A3021 RMK T10301050 MADISHF
ACT,2021-02-12 09:45,,,,360.00,13.00,,30.23,,6.00,,OVC,,,,1400.00,,,,BR,,,,,,,,KACT 120945Z AUTO 36013KT 6SM BR OVC014 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 09:50,,,,360.00,14.00,,30.23,,6.00,,OVC,,,,1400.00,,,,HZ,,,,,,,,KACT 120950Z AUTO 36014KT 6SM HZ OVC014 M03/M06 A3022 RMK T10301060 MADISHF
ACT,2021-02-12 09:51,27.00,21.90,80.83,360.00,14.00,0.00,30.23,1024.00,6.00,,OVC,,,,1400.00,,,,HZ,,,,,,,14.72,KACT 120951Z AUTO 36014KT 6SM HZ OVC014 M03/M06 A3023 RMK AO2 SLP240 T10281056 $
ACT,2021-02-12 09:55,,,,,15.00,,30.23,,5.00,,OVC,,,,1400.00,,,,HZ,,,,,,,,KACT 120955Z AUTO ///15KT 5SM HZ OVC014 M03/M06 A3022 RMK T10301060 MADISHF
ACT,2021-02-12 10:00,,,,360.00,16.00,,30.23,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 121000Z AUTO 36016KT 6SM BR OVC013 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:05,,,,360.00,14.00,,30.23,,6.00,,OVC,,,,1300.00,,,,BR,,,,,,,,KACT 121005Z AUTO 36014KT 6SM BR OVC013 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:10,,,,360.00,9.00,,30.23,,6.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121010Z AUTO 36009KT 6SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:15,,,,360.00,11.00,,30.23,,5.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121015Z AUTO 36011KT 5SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:20,,,,360.00,10.00,,30.24,,5.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121020Z AUTO 36010KT 5SM BR OVC011 M03/M05 A3023 RMK T10301050 MADISHF
ACT,2021-02-12 10:25,,,,360.00,10.00,,30.24,,6.00,15.00,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121025Z AUTO 36010G15KT 6SM BR OVC011 M03/M05 A3023 RMK T10301050 MADISHF
ACT,2021-02-12 10:30,,,,360.00,11.00,,30.24,,6.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121030Z AUTO 36011KT 6SM BR OVC011 M03/M05 A3023 RMK T10301050 MADISHF
ACT,2021-02-12 10:35,,,,350.00,11.00,,30.23,,6.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121035Z AUTO 35011KT 6SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:40,,,,360.00,13.00,,30.23,,5.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121040Z AUTO 36013KT 5SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:45,,,,360.00,11.00,,30.23,,5.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121045Z AUTO 36011KT 5SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:50,,,,350.00,11.00,,30.23,,5.00,18.00,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121050Z AUTO 35011G18KT 5SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 10:51,27.00,23.00,84.66,350.00,12.00,0.00,30.23,1024.10,5.00,,OVC,,,,1100.00,,,,BR,,,,,,,15.64,KACT 121051Z AUTO 35012KT 5SM BR OVC011 M03/M05 A3023 RMK AO2 SLP241 T10281050 $
ACT,2021-02-12 10:55,,,,360.00,14.00,,30.23,,5.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121055Z AUTO 36014KT 5SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 11:00,,,,360.00,15.00,,30.23,,5.00,21.00,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121100Z AUTO 36015G21KT 5SM BR OVC011 M03/M05 A3022 RMK T10301050 MADISHF
ACT,2021-02-12 11:05,,,,360.00,11.00,,30.23,,5.00,,OVC,,,,1100.00,,,,HZ,,,,,,,,KACT 121105Z AUTO 36011KT 5SM HZ OVC011 M03/M06 A3022 RMK T10301060 MADISHF
ACT,2021-02-12 11:10,,,,360.00,11.00,,30.24,,6.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121110Z AUTO 36011KT 6SM BR OVC011 M03/M05 A3023 RMK T10301050 MADISHF
ACT,2021-02-12 11:15,,,,10.00,14.00,,30.24,,6.00,19.00,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121115Z AUTO 01014G19KT 6SM BR OVC011 M03/M05 A3023 RMK T10301050 MADISHF
ACT,2021-02-12 11:20,,,,10.00,11.00,,30.25,,6.00,,OVC,,,,1100.00,,,,HZ,,,,,,,,KACT 121120Z AUTO 01011KT 6SM HZ OVC011 M03/M06 A3025 RMK T10301060 MADISHF
ACT,2021-02-12 11:25,,,,360.00,11.00,,30.25,,5.00,,OVC,,,,1100.00,,,,HZ,,,,,,,,KACT 121125Z AUTO 36011KT 5SM HZ OVC011 M03/M06 A3025 RMK T10301060 MADISHF
ACT,2021-02-12 11:30,,,,360.00,11.00,,30.25,,5.00,,OVC,,,,1100.00,,,,HZ,,,,,,,,KACT 121130Z AUTO 36011KT 5SM HZ OVC011 M03/M06 A3025 RMK T10301060 MADISHF
ACT,2021-02-12 11:35,,,,10.00,15.00,,30.25,,6.00,,OVC,,,,1100.00,,,,HZ,,,,,,,,KACT 121135Z AUTO 01015KT 6SM HZ OVC011 M03/M06 A3025 RMK T10301060 MADISHF
ACT,2021-02-12 11:40,,,,360.00,14.00,,30.25,,6.00,,OVC,,,,1100.00,,,,BR,,,,,,,,KACT 121140Z AUTO 36014KT 6SM BR OVC011 M03/M06 A3025 RMK T10301060 MADISHF
ACT,2021-02-12 11:45,,,,360.00,10.00,,30.25,,6.00,,OVC,,,,1100.00,,,,HZ,,,,,,,,KACT 121145Z AUTO 36010KT 6SM HZ OVC011 M03/M06 A3025 RMK T10301060 MADISHF
