siteID,lat,lon,elev,slp,temp,sky,dpt,wx,wdr,wsp
KPLD,40.45,-84.983,282.0,1012.53,5.0,0.0,-1.0,,280.0,9.0
KINF,28.8,-82.317,15.0,1018.63,24.0,0.0,10.0,,0.0,0.0
KM25,36.767,-88.583,160.0,1016.26,16.0,0.0,5.0,,170.0,8.0
KSTF,33.433,-88.85,102.0,1018.63,21.0,0.0,-1.0,,300.0,5.0
KDYA,32.467,-87.95,34.0,1018.63,22.8,0.0,-2.5,,0.0,0.0
KI43,38.983,-82.583,221.0,1012.87,11.0,0.0,-1.0,,250.0,9.0
KC62,41.467,-85.25,306.0,1010.5,5.6,0.0,0.0,,250.0,13.0
KMCX,40.717,-86.767,206.0,1013.21,4.1,0.0,-0.7,,240.0,8.0
K27K,38.233,-84.433,289.0,1014.56,12.0,0.0,0.0,,260.0,11.0
K8W2,38.65,-78.7,297.0,1007.45,13.9,0.5,-4.8,,250.0,15.0
KO22,38.033,-120.417,646.0,1020.66,18.0,0.0,2.0,,230.0,5.0
KVER,38.95,-92.683,218.0,1011.18,19.2,0.0,3.1,,180.0,11.0
OAKB,34.566,69.212,1791.0,1019.0,7.0,0.0,-2.0,,120.0,2.0
KLBE,40.276,-79.405,361.0,1007.45,7.0,1.0,0.0,,240.0,13.0
KUES,43.05,-88.25,278.0,1008.81,6.0,0.0,-2.0,,240.0,8.0
KGYY,41.616,-87.413,180.0,1011.51,8.0,0.5,0.0,,230.0,10.0
PAKU,70.331,-149.598,2.0,1017.27,-37.0,0.25,nan,,110.0,6.0
KS71,48.6,-109.25,736.0,1011.51,0.0,0.0,0.0,,240.0,9.0
KPO1,48.133,-105.002,621.0,1006.77,2.0,0.0,-2.0,,330.0,21.0
KS59,48.283,-115.483,793.0,1016.93,3.0,0.0,-8.0,,0.0,0.0
K1A5,35.217,-83.417,616.0,1016.26,18.5,0.0,-4.2,,300.0,8.0
KBBG,36.532,-93.201,397.0,1012.87,22.0,0.0,-4.0,,200.0,10.0
KCWA,44.778,-89.667,389.0,1006.44,4.0,0.75,-1.0,,250.0,12.0
KFFA,36.018,-75.671,4.0,1009.82,14.8,0.0,1.3,,270.0,7.0
KMMU,40.799,-74.415,57.0,1002.37,6.0,1.0,1.0,,230.0,7.0
KRID,39.757,-84.843,348.0,1012.87,6.0,0.0,2.0,,280.0,12.0
LATI,41.415,19.721,90.0,1033.0,6.0,0.0,4.0,,150.0,3.0
KCGF,41.565,-81.486,268.0,1008.47,5.0,0.5,-1.0,,270.0,18.0
KCHD,33.269,-111.811,379.0,1016.26,22.0,0.75,-8.0,,0.0,0.0
KCWF,30.217,-93.15,4.0,1019.98,22.0,0.0,3.0,,180.0,11.0
KMWA,37.755,-89.011,144.0,1014.9,16.0,0.0,2.0,,200.0,5.0
KVQQ,30.219,-81.877,25.0,1018.63,23.0,0.0,-3.0,,340.0,4.0
PASA,63.686,-170.493,16.0,1009.5,-15.0,1.0,-16.7,-SN,80.0,18.0
MMMX,19.436,-99.072,2238.0,1024.72,24.0,0.5,-7.0,,50.0,12.0
VNKT,27.697,85.359,1337.0,1016.0,12.0,0.25,10.0,BR,nan,2.0
KAID,40.109,-85.613,280.0,1013.21,7.0,0.0,0.0,,270.0,9.0
OSDI,33.411,36.516,605.0,1022.0,7.0,0.0,-2.0,,40.0,6.0
OSLK,35.401,35.949,48.0,1022.0,12.0,0.0,0.0,,30.0,6.0
LMML,35.857,14.478,91.0,1034.0,11.0,0.0,9.0,,nan,2.0
CYPX,60.051,-77.287,23.0,989.5,-8.0,1.0,-8.0,-SN,320.0,13.0
CYAY,51.392,-56.083,28.0,1003.1,-3.0,0.5,-6.0,,140.0,12.0
K1S5,46.333,-119.967,234.0,1023.71,10.8,0.75,-2.8,,260.0,19.0
K2J9,30.6,-84.55,69.0,1019.64,21.0,0.0,-1.0,,nan,3.0
KBRY,37.817,-85.5,204.0,1014.22,15.0,0.0,0.0,,280.0,7.0
KEKX,37.717,-85.867,230.0,1014.9,15.0,0.0,0.6,,290.0,8.0
KESN,38.804,-76.069,22.0,1007.11,13.0,0.0,2.0,,240.0,10.0
KMER,37.381,-120.568,57.0,1021.0,16.0,0.5,9.0,,0.0,0.0
KMWC,43.11,-88.034,227.0,1008.81,7.0,0.0,-3.0,,250.0,13.0
KNQA,35.357,-89.87,86.0,1016.26,20.0,0.0,1.0,,220.0,8.0
KRCZ,34.891,-79.76,109.0,1013.21,17.9,0.0,0.0,,250.0,12.0
KRPD,45.417,-91.767,338.0,1006.44,4.2,0.0,-1.3,,240.0,7.0
PACM,61.845,-165.571,4.0,1008.7,-8.3,0.75,-8.9,-SN,nan,5.0
SBPS,-16.439,-39.081,51.0,1012.0,27.0,0.5,22.0,,60.0,11.0
PHJH,20.963,-156.673,78.0,1016.93,24.0,0.75,16.0,,nan,5.0
PABR,71.285,-156.766,7.0,1015.2,-38.9,0.25,nan,BR,110.0,8.0
CYPD,45.657,-61.368,114.0,990.5,2.0,0.25,-0.0,,300.0,16.0
CYMO,51.291,-80.608,10.0,991.5,-0.0,0.75,-1.0,-SN,320.0,14.0
CYGW,55.282,-77.765,12.0,989.6,-0.0,1.0,-4.0,-SN,120.0,4.0
CYFC,45.869,-66.537,20.0,995.9,2.0,0.5,-2.0,,300.0,11.0
SBRF,-8.126,-34.924,19.0,1011.0,27.0,0.5,21.0,,120.0,10.0
CYXR,47.697,-79.847,243.0,995.4,2.0,0.75,0.0,-RA,260.0,6.0
CYQA,44.975,-79.303,282.0,999.7,1.0,1.0,0.0,BR,280.0,12.0
KANE,45.145,-93.211,278.0,1005.42,4.0,0.5,-1.0,,0.0,0.0
KEVB,29.056,-80.949,3.0,1018.96,18.0,0.25,8.0,,50.0,13.0
KFWS,32.567,-97.3,208.0,1014.22,26.0,0.0,7.0,,180.0,15.0
KGYH,34.758,-82.376,292.0,1013.55,19.0,0.0,2.0,,210.0,13.0
KJVL,42.62,-89.042,246.0,1009.48,7.0,0.75,-1.0,,240.0,13.0
KSAW,46.354,-87.395,372.0,1002.71,4.0,0.75,-5.0,,330.0,10.0
KSCH,42.853,-73.929,115.0,1000.0,2.0,0.5,-1.0,,220.0,3.0
SBBE,-1.379,-48.476,16.0,1010.0,24.0,0.75,22.0,-RA,240.0,2.0
CWPF,48.433,-123.433,12.0,1024.7,6.2,0.0,2.1,,230.0,24.0
OJAQ,29.612,35.018,51.0,1018.0,18.0,0.5,3.0,,360.0,6.0
CYQX,48.937,-54.568,151.0,1002.6,-2.0,1.0,-3.0,-SN,110.0,20.0
KBEA,28.367,-97.783,82.0,1017.27,27.1,0.0,15.5,,180.0,12.0
KFRR,38.917,-78.25,216.0,1006.77,12.0,0.75,0.0,,290.0,12.0
KMBO,32.433,-90.1,99.0,1019.3,21.0,0.0,0.0,,0.0,0.0
KMNI,33.583,-80.217,32.0,1015.24,18.0,0.0,0.0,,240.0,4.0
KROW,33.302,-104.531,1112.0,1007.3,25.0,0.0,-8.9,,140.0,11.0
KRYN,32.142,-111.175,737.0,1016.93,26.0,0.0,-12.0,,0.0,0.0
KSUA,27.182,-80.221,6.0,1018.29,22.0,0.25,16.0,,20.0,10.0
TJIG,18.457,-66.098,3.0,1015.58,28.0,0.5,21.0,,100.0,15.0
KFHU,31.588,-110.344,1438.0,1014.2,23.4,0.0,-28.7,,290.0,12.0
CYWA,45.952,-77.319,130.0,996.61,1.0,0.25,1.0,,210.0,2.0
PABA,70.134,-143.582,2.0,1018.29,-32.0,0.75,-35.0,-SN,240.0,8.0
PADL,59.045,-158.505,26.0,1015.9,-13.3,1.0,-15.0,-SN,10.0,10.0
K1P1,43.783,-71.75,154.0,998.31,4.5,1.0,-2.9,,280.0,6.0
KBNL,33.25,-81.383,75.0,1015.24,21.0,0.0,-0.0,,230.0,12.0
KCPK,36.007,-76.317,6.0,1008.81,15.8,0.0,0.3,,230.0,12.0
KEMV,36.687,-77.483,39.0,1009.82,16.8,0.0,1.6,,240.0,15.0
KHXD,32.224,-80.698,6.0,1016.93,18.0,0.0,7.0,,210.0,5.0
KJYO,39.078,-77.558,119.0,1007.11,12.0,0.5,2.0,,280.0,18.0
KMFV,37.633,-75.767,15.0,1007.45,13.3,0.0,0.6,,260.0,9.0
KPAO,37.461,-122.115,2.0,1021.0,22.0,0.5,-1.0,,290.0,9.0
KPTB,37.184,-77.507,59.0,1008.47,16.6,0.0,0.0,,270.0,9.0
KSPF,44.48,-103.783,1188.0,1007.11,3.0,0.0,-3.0,,280.0,15.0
YCFS,-30.317,153.117,5.0,1015.0,20.0,0.5,18.0,-SHRA,110.0,5.0
SBSV,-12.909,-38.322,6.0,1012.0,29.0,0.5,22.0,,90.0,11.0
KAEG,35.145,-106.795,1779.0,1016.93,13.0,0.0,-9.0,,270.0,5.0
KCUT,43.733,-103.617,1725.0,1006.44,-1.1,0.25,-5.6,-SN,310.0,11.0
KFDK,39.417,-77.367,92.0,1006.44,10.0,0.75,1.0,,270.0,13.0
KHOB,32.688,-103.217,1115.0,1013.55,23.0,0.0,-15.0,,200.0,18.0
KTRK,39.32,-120.14,1798.0,1026.08,7.0,0.0,-12.0,,20.0,8.0
KWDG,36.367,-97.767,356.0,1009.14,18.0,0.5,4.0,,170.0,12.0
PAPB,56.578,-169.662,35.0,997.3,1.7,0.25,1.1,UP,180.0,9.0
PAJZ,59.727,-157.259,82.0,1018.1,-13.3,1.0,-15.6,-SN,320.0,6.0
CYVR,49.194,-123.184,2.0,1024.5,4.0,0.75,2.0,-SHRA,290.0,21.0
CYGQ,49.778,-86.939,351.0,1002.2,-2.0,0.75,-6.0,,280.0,6.0
SBTT,-4.256,-69.936,85.0,1009.0,26.0,0.25,23.0,,210.0,4.0
SBBV,2.841,-60.692,140.0,1009.0,32.0,0.5,20.0,VCSH,120.0,7.0
EKVG,62.064,-7.277,85.0,986.0,7.0,1.0,7.0,,260.0,15.0
EVRA,56.924,23.971,10.0,1025.0,3.0,0.75,2.0,,230.0,4.0
EETN,59.413,24.833,40.0,1020.0,1.0,0.0,1.0,FG,230.0,6.0
MMTJ,32.541,-116.97,152.0,1017.27,24.0,0.0,-6.0,,300.0,7.0
KBFD,41.803,-78.64,647.0,1005.0,2.2,1.0,-2.2,,290.0,17.0
KBJC,39.909,-105.117,1724.0,1006.77,17.0,0.5,-13.0,,280.0,25.0
KGEV,36.433,-81.417,969.0,1011.85,11.1,0.0,-5.0,,270.0,18.0
KGGE,33.312,-79.32,12.0,1015.24,19.0,0.0,0.0,,270.0,10.0
KGPH,39.003,-94.317,235.0,1009.82,17.0,0.0,0.0,,220.0,11.0
KGYR,33.423,-112.376,295.0,1016.26,22.0,0.75,-7.0,,nan,3.0
KHUM,29.567,-90.007,3.0,1020.32,21.0,0.0,3.0,,160.0,5.0
KIFP,35.15,-114.567,212.0,1016.59,21.0,0.75,-6.0,,nan,4.0
KLNP,36.967,-82.517,817.0,1013.89,13.0,0.0,-3.0,,270.0,19.0
KPOC,34.092,-117.782,308.0,1017.27,23.0,0.0,-5.0,,0.0,0.0
KRME,43.234,-75.407,154.0,1000.2,1.1,1.0,-0.6,-SN,0.0,0.0
KRUT,43.529,-72.95,240.0,999.3,0.6,1.0,0.0,-RA,0.0,0.0
KSIK,36.899,-89.562,96.0,1015.58,15.0,0.0,6.0,,200.0,8.0
KVNC,27.072,-82.44,6.0,1018.29,22.0,0.0,17.0,,310.0,13.0
KVTI,42.217,-92.017,255.0,1008.81,7.0,0.0,-1.0,,190.0,7.0
PABE,60.78,-161.838,41.0,1011.4,-8.3,1.0,-10.0,-SN,50.0,4.0
TJBQ,18.495,-67.129,72.0,1015.24,27.0,0.5,20.0,,90.0,17.0
EYKA,54.964,24.085,77.0,1027.0,3.0,1.0,-0.0,,220.0,4.0
SBFZ,-3.776,-38.533,25.0,1011.0,29.0,0.5,24.0,,80.0,8.0
PAKI,59.933,-164.031,4.0,1008.13,nan,1.0,nan,-SN,nan,nan
PAOO,60.541,-165.087,18.0,1009.0,-5.0,1.0,-5.6,BR,70.0,13.0
SBEG,-3.039,-60.05,2.0,1008.0,31.0,0.5,23.0,,60.0,7.0
SBSJ,-23.229,-45.861,646.0,1013.0,32.0,0.5,13.0,,130.0,6.0
KALN,38.89,-90.046,166.0,1012.53,15.0,0.0,4.0,,140.0,7.0
KANQ,41.64,-85.084,303.0,1009.48,7.0,0.0,-2.0,,310.0,7.0
KBNW,42.033,-93.008,354.0,1006.77,4.0,0.0,4.0,,150.0,8.0
KCCA,35.6,-92.45,157.0,1014.56,23.0,0.0,-1.0,,200.0,8.0
KCDH,33.617,-92.767,35.0,1016.26,24.0,0.0,3.0,,210.0,7.0
KCNC,41.017,-93.367,320.0,1008.81,8.0,0.0,2.0,,170.0,7.0
KEFT,42.615,-89.59,331.0,1008.81,5.6,0.0,-1.5,,230.0,9.0
KEZS,44.783,-88.567,248.0,1005.08,8.4,0.0,-1.9,,290.0,9.0
KHQZ,32.747,-96.53,136.0,1014.56,24.0,0.0,8.0,,180.0,19.0
KHSA,30.368,-89.455,7.0,1020.32,20.0,0.0,-4.0,,190.0,11.0
KJAQ,38.367,-120.8,512.0,1020.66,16.4,0.0,3.6,,330.0,5.0
KJNX,35.533,-78.383,50.0,1011.18,18.0,0.0,2.0,,240.0,6.0
KLAL,27.989,-82.019,43.0,1018.29,25.0,0.5,11.0,,320.0,8.0
KW96,37.5,-77.117,37.0,1007.45,16.5,0.0,0.2,,240.0,9.0
ORSU,35.562,45.317,761.0,1023.0,-0.0,0.0,-0.0,,300.0,6.0
LHKE,46.917,19.749,115.0,1035.0,4.0,0.0,3.0,BR,330.0,2.0
LHPA,47.364,17.501,148.0,1036.0,3.0,0.0,2.0,,160.0,2.0
LHSN,47.123,20.236,98.0,1035.0,5.0,0.0,4.0,,20.0,4.0
SBSL,-2.585,-44.234,53.0,1010.0,26.0,0.75,25.0,,80.0,5.0
MSLP,13.441,-89.056,25.0,1008.47,32.0,0.25,19.0,,160.0,8.0
EYPA,55.973,21.094,10.0,1027.0,3.0,0.75,3.0,BR,nan,4.0
EVVA,57.358,21.544,6.0,1025.0,4.0,1.0,4.0,,250.0,5.0
EVLA,56.518,21.097,4.0,1026.0,2.0,0.25,2.0,BR,210.0,5.0
EYVI,54.634,25.286,197.0,1028.0,1.0,0.25,0.0,BR,180.0,9.0
ETNG,50.961,6.042,98.0,1031.0,15.0,0.0,8.0,,170.0,2.0
ENAL,62.563,6.12,22.0,1003.0,11.0,0.25,-1.0,,180.0,17.0
ENCN,58.204,8.085,17.0,1021.0,2.0,0.0,1.0,FG,nan,2.0
ENHD,59.345,5.208,24.0,1012.0,7.0,0.25,5.0,-RA,170.0,27.0
ENRO,62.578,11.342,626.0,1013.0,3.0,0.25,-4.0,,nan,2.0
ENRY,59.379,10.785,53.0,1022.0,1.0,0.0,1.0,SG,170.0,11.0
ENSB,78.246,15.466,29.0,999.0,-1.0,0.25,-3.0,,250.0,5.0
ENTC,69.683,18.919,10.0,1012.0,-2.0,0.5,-4.0,,200.0,14.0
ENTO,59.187,10.259,88.0,1022.0,1.0,0.0,1.0,FG,180.0,6.0
ENAN,69.293,16.144,14.0,1010.0,2.0,0.75,-0.0,,190.0,14.0
ENBR,60.293,5.218,50.0,1010.0,7.0,0.25,4.0,-RA,170.0,29.0
ENBO,67.269,14.365,13.0,1012.0,2.0,0.75,-2.0,,100.0,16.0
ENDU,69.056,18.54,79.0,1013.0,-8.0,0.25,-12.0,,nan,3.0
ENGM,60.121,11.05,204.0,1020.0,0.0,0.0,0.0,FG,160.0,8.0
ENOL,63.699,9.604,7.0,1008.0,7.0,0.0,-2.0,,140.0,22.0
ENVA,63.458,10.924,17.0,1011.0,8.0,0.0,-3.0,,130.0,9.0
ENZV,58.877,5.638,9.0,1014.0,8.0,0.5,5.0,RA,160.0,24.0
EFHK,60.317,24.963,56.0,1020.0,-3.0,1.0,-4.0,-FZDZ,80.0,6.0
EFTP,61.414,23.604,112.0,1021.0,-9.0,1.0,-10.0,,60.0,5.0
EFTU,60.514,22.263,59.0,1020.0,0.0,0.0,0.0,FG,nan,2.0
EFVA,63.051,21.762,4.0,1022.0,-7.0,1.0,-9.0,,150.0,4.0
EFOU,64.93,25.355,15.0,1023.0,-12.0,1.0,-15.0,,160.0,6.0
EFRO,66.565,25.83,201.0,1020.0,-14.0,1.0,-16.0,-SN,230.0,6.0
EFMA,60.122,19.898,6.0,1022.0,1.0,0.75,0.0,,310.0,3.0
EFIV,68.607,27.405,148.0,1017.0,-12.0,0.5,-16.0,-SHSN,220.0,14.0
KASG,36.002,-94.117,412.0,1012.53,22.0,0.0,0.0,,180.0,12.0
KCNW,31.638,-97.074,156.0,1015.58,24.0,0.0,12.0,,180.0,17.0
KGDV,47.139,-104.807,749.0,1007.5,0.0,0.75,-0.6,-SN,360.0,21.0
KOLF,48.095,-105.575,604.0,1009.0,4.4,0.5,-1.7,,320.0,25.0
KRYY,34.013,-84.599,317.0,989.3,19.4,0.0,-1.1,,280.0,8.0
KSEE,32.826,-116.972,117.0,1016.26,26.0,0.0,-5.0,,0.0,0.0
KSHN,47.234,-123.148,82.0,1026.6,5.0,0.25,3.3,-RA,240.0,14.0
KTZR,39.901,-83.137,276.0,1012.53,7.0,0.0,0.0,,280.0,9.0
KWST,41.35,-71.803,21.0,1002.4,2.2,0.5,0.0,-RA,250.0,11.0
ESNL,64.548,18.716,214.0,1018.0,-14.0,0.0,-16.0,,0.0,0.0
ESNX,65.59,19.282,379.0,1017.0,-15.0,0.0,-16.0,,nan,2.0
ESUT,65.806,15.083,463.0,1014.0,-7.0,1.0,-10.0,,110.0,12.0
LLBG,32.011,34.887,49.0,1019.0,16.0,0.0,8.0,,10.0,10.0
SBMN,-3.146,-59.986,84.0,1009.0,30.0,0.5,24.0,VCSH,80.0,6.0
SBMO,-9.511,-35.792,115.0,1012.0,29.0,0.0,23.0,,100.0,12.0
CYXN,62.24,-92.598,20.0,1005.3,-28.0,0.75,-32.0,BLSN,310.0,18.0
CYAT,52.928,-82.432,9.0,996.0,-8.0,0.75,-12.0,-SN,320.0,19.0
FNLU,-8.858,13.231,70.0,1009.0,27.0,0.25,23.0,,180.0,11.0
BKPR,42.573,21.036,576.0,1033.0,10.0,0.0,0.0,,350.0,10.0
KALB,42.748,-73.802,92.0,1000.4,1.1,0.5,-1.7,-SNDZ,180.0,6.0
KARW,32.412,-80.634,4.0,1016.26,20.0,0.0,1.0,,240.0,7.0
KBCT,26.378,-80.108,4.0,1016.93,26.0,0.25,20.0,,70.0,13.0
KCQW,34.713,-79.957,73.0,1012.87,19.0,0.0,-1.0,,250.0,10.0
KD55,48.75,-98.4,491.0,1004.06,0.0,0.25,0.0,-SN,70.0,8.0
KDAG,34.854,-116.787,587.0,1017.6,21.1,0.0,-7.2,,290.0,8.0
KDAW,43.284,-70.929,100.0,998.7,5.6,0.75,-2.8,,0.0,0.0
KGWW,35.467,-77.967,41.0,1011.51,17.2,0.0,2.0,,240.0,12.0
KIXA,36.003,-77.633,44.0,1009.82,16.0,0.0,5.0,,240.0,14.0
KLDJ,40.617,-74.245,7.0,1002.71,6.1,1.0,-0.6,,270.0,6.0
KLQK,34.817,-82.7,309.0,1013.21,20.6,0.0,1.1,,250.0,9.0
KLUM,44.9,-91.867,273.0,1006.77,2.9,1.0,-2.5,,210.0,7.0
KLWB,37.858,-80.399,702.0,1009.82,12.0,0.5,-4.0,,330.0,11.0
KMTV,36.631,-80.018,287.0,1011.18,17.8,0.0,-1.6,,270.0,11.0
KOCF,29.173,-82.224,27.0,1018.8,23.3,0.0,5.0,,330.0,11.0
KOLV,34.979,-89.787,122.0,1016.93,22.0,0.0,-1.0,,230.0,9.0
KOXC,41.479,-73.135,222.0,1002.8,1.7,1.0,1.7,-DZ,240.0,7.0
KPCZ,44.333,-89.02,252.0,1006.77,8.3,0.0,-0.6,,250.0,10.0
KPDC,43.019,-91.124,201.0,1008.81,5.2,1.0,-2.4,,0.0,0.0
KPRO,41.008,-94.002,308.0,1006.44,5.1,0.0,-0.7,,160.0,10.0
KRCX,45.497,-91.001,377.0,1006.1,6.2,0.5,-1.6,,250.0,5.0
KTPL,31.153,-97.408,208.0,1014.8,25.0,0.0,11.7,,170.0,22.0
KUNU,43.417,-88.7,285.0,1008.13,5.2,0.0,-1.0,,220.0,10.0
KUNV,40.849,-77.849,378.0,1004.06,5.0,0.75,-1.0,,270.0,16.0
KVNW,40.865,-84.609,239.0,1011.85,5.0,0.0,0.0,,270.0,10.0
KW75,37.6,-76.45,9.0,1007.45,15.5,0.5,0.4,,250.0,8.0
MHRO,16.317,-86.523,5.0,1014.9,28.0,0.5,24.0,,80.0,4.0
MHLC,15.743,-86.853,15.0,1014.22,27.0,0.5,22.0,,50.0,9.0
MHLM,15.453,-87.924,26.0,1014.22,30.0,0.5,20.0,,30.0,13.0
MHTG,14.061,-87.217,1004.0,1017.95,25.0,0.75,13.0,,80.0,11.0
EKSP,55.221,9.267,40.0,1027.0,8.0,0.25,6.0,,180.0,5.0
EKKA,56.298,9.125,52.0,1024.0,8.0,0.75,7.0,BR,200.0,9.0
LSZH,47.465,8.549,432.0,1036.0,7.0,0.0,3.0,,140.0,3.0
LSGG,46.238,6.109,416.0,1036.0,7.0,0.0,3.0,,nan,1.0
LSZB,46.914,7.497,505.0,1036.0,4.0,0.0,3.0,,130.0,3.0
LSZA,46.004,8.911,276.0,1037.0,8.0,0.0,4.0,,nan,1.0
LSGC,47.084,6.793,1027.0,1036.0,5.0,0.0,0.0,,nan,2.0
LSGS,46.22,7.327,481.0,1037.0,9.0,0.0,1.0,,nan,2.0
LSZG,47.182,7.417,430.0,1036.0,6.0,0.0,5.0,,0.0,0.0
LSZR,47.485,9.561,398.0,1036.0,5.0,0.0,5.0,,0.0,0.0
LSZS,46.534,9.884,1706.0,1039.0,-4.0,0.0,-5.0,,200.0,2.0
LSZC,46.974,8.397,450.0,1036.0,5.0,0.0,2.0,,240.0,5.0
YSSY,-33.946,151.177,3.0,1017.0,17.0,0.25,17.0,+SHRA,260.0,9.0
PAMD,59.433,-146.3,14.0,1022.35,2.0,0.75,-3.0,,260.0,8.0
PASD,55.315,-160.523,7.0,1014.6,4.4,0.25,2.8,,170.0,16.0
LGIR,35.34,25.18,39.0,1029.0,12.0,0.25,9.0,,250.0,4.0
LGKR,39.602,19.912,2.0,1030.0,11.0,0.0,10.0,,0.0,0.0
LGRP,36.405,28.086,5.0,1025.0,14.0,0.25,8.0,,210.0,8.0
CYUX,68.776,-81.243,8.0,986.4,-14.0,0.75,-15.0,-SN,100.0,11.0
KADS,32.969,-96.836,196.0,1013.55,25.0,0.0,5.0,,200.0,11.0
KFMH,41.658,-70.521,40.0,1001.36,4.0,0.0,-2.0,,230.0,15.0
KGEU,33.527,-112.295,325.0,1016.59,22.0,0.5,-8.0,,130.0,4.0
KTOA,33.803,-118.34,31.0,1016.59,24.0,0.0,0.0,,0.0,0.0
KJDN,47.003,-106.95,801.0,1010.8,5.0,0.0,-3.3,,330.0,23.0
EGQM,55.417,-1.6,23.0,1007.0,12.0,0.75,9.0,,nan,nan
OEPS,24.063,47.581,503.0,1022.7,17.0,0.5,7.0,HZ,40.0,14.0
PAEH,58.646,-162.063,161.0,1010.1,0.2,1.0,-1.2,-RA,100.0,19.0
PHHI,21.483,-158.04,255.0,1017.4,22.4,0.5,19.7,,110.0,10.0
KMQE,42.217,-71.117,199.0,1000.6,5.0,0.0,-3.3,,210.0,11.0
UACC,51.022,71.467,355.0,995.0,-1.0,0.75,-1.0,+SN,180.0,11.0
KNYC,40.783,-73.967,11.0,1002.3,5.6,0.5,0.0,,nan,nan
KP59,47.467,-87.883,190.0,1004.3,3.9,0.0,-3.9,,340.0,7.0
EKRN,55.063,14.76,16.0,1030.0,7.0,0.75,6.0,,230.0,2.0
EKEB,55.526,8.553,29.0,1026.0,7.0,0.0,6.0,,170.0,8.0
EKCH,55.618,12.656,5.0,1029.0,7.0,0.75,5.0,,210.0,5.0
EKAH,56.3,10.619,25.0,1026.0,9.0,0.75,8.0,BR,200.0,4.0
EKRK,55.586,12.131,44.0,1029.0,7.0,0.25,5.0,,210.0,6.0
EKBI,55.74,9.152,66.0,1026.0,9.0,0.5,8.0,,200.0,7.0
EKRS,55.417,11.8,34.0,1028.0,7.0,0.0,7.0,,210.0,3.0
EKVD,55.436,9.331,45.0,1026.0,nan,0.0,nan,/////////,200.0,6.0
EKSB,54.964,9.792,23.0,1027.0,10.0,0.0,8.0,,180.0,3.0
ESGG,57.663,12.28,169.0,1025.0,3.0,0.0,3.0,FG,160.0,8.0
ESGJ,57.758,14.069,232.0,1026.0,3.0,0.75,3.0,,220.0,10.0
ESGR,58.456,13.973,105.0,1025.0,2.0,0.5,1.0,,180.0,7.0
ESGT,58.318,12.345,41.0,1024.0,3.0,0.75,2.0,BR,170.0,8.0
ESMK,55.922,14.085,23.0,1028.0,9.0,0.5,7.0,,230.0,7.0
ESMQ,56.686,16.288,16.0,1027.0,4.0,0.25,4.0,BR,200.0,4.0
ESMS,55.536,13.376,106.0,1029.0,9.0,0.75,6.0,,250.0,8.0
ESMT,56.691,12.82,30.0,1028.0,6.0,0.25,6.0,,220.0,5.0
ESMX,56.929,14.728,186.0,1028.0,5.0,0.0,5.0,FG,220.0,4.0
ESTA,56.296,12.847,47.0,1028.0,5.0,1.0,4.0,FG,nan,2.0
ESTL,56.083,13.212,43.0,1029.0,9.0,0.25,7.0,,230.0,10.0
PTSA,5.357,162.958,3.0,1006.44,26.0,0.5,23.0,,120.0,6.0
LSMP,46.843,6.915,491.0,1036.0,6.0,0.0,4.0,,nan,2.0
SBAR,-10.984,-37.07,9.0,1011.0,29.0,0.0,21.0,,120.0,12.0
KGDP,31.008,-104.817,1692.0,1012.6,18.3,0.0,-14.4,,240.0,27.0
KHDO,29.36,-99.177,282.0,1016.4,25.0,0.0,10.6,,200.0,15.0
KHQM,46.971,-123.937,7.0,1029.0,5.6,0.25,2.8,,300.0,9.0
KHSE,35.233,-75.617,3.0,1011.8,11.1,0.0,7.2,,230.0,11.0
KIGM,35.25,-113.933,1032.0,1013.7,18.3,0.0,-7.8,,0.0,0.0
KILG,39.679,-75.606,28.0,1004.1,10.6,0.0,0.0,,260.0,12.0
KJCT,30.511,-99.763,522.0,1014.0,23.3,0.0,12.2,,210.0,9.0
KJFK,40.64,-73.779,9.0,1003.0,3.3,0.25,0.0,,230.0,6.0
KLGA,40.777,-73.873,11.0,1002.4,6.1,0.5,-0.6,,220.0,10.0
KLGU,41.791,-111.852,1355.0,1023.5,3.9,0.0,-12.8,,290.0,11.0
KMKS,33.183,-80.033,23.0,1015.58,19.0,0.0,0.0,,240.0,7.0
KMPV,44.203,-72.562,343.0,999.7,1.7,0.75,-4.4,,230.0,7.0
KMYL,44.89,-116.101,1533.0,1023.0,-1.7,0.25,-10.0,,250.0,12.0
KORD,41.979,-87.905,200.0,1011.2,6.7,0.5,-0.6,,250.0,8.0
KORF,36.895,-76.201,14.0,1007.8,17.2,0.25,0.6,,240.0,12.0
KOXR,34.201,-119.207,20.0,1016.5,18.3,0.0,8.3,,270.0,11.0
KPHX,33.434,-112.012,336.0,1014.3,22.2,0.75,-7.2,,0.0,0.0
KPIT,40.492,-80.233,357.0,1009.5,6.7,0.5,-1.1,,280.0,18.0
KPPF,37.33,-95.506,274.0,1010.5,nan,0.0,nan,,nan,nan
KPVD,41.733,-71.42,16.0,1001.5,5.0,0.25,-1.7,,240.0,15.0
KPWM,43.646,-70.309,15.0,999.0,4.4,1.0,-1.7,,210.0,4.0
KRDU,35.878,-78.787,130.0,1010.9,17.8,0.25,2.2,,240.0,11.0
KRRL,45.2,-89.717,401.0,1005.08,6.1,0.5,-0.5,,240.0,7.0
