siteID,lat,lon,elev,slp,temp,sky,dpt,wx,wdr,wsp
SCIP,-27.165,-109.422,69.0,1015.0,26.0,0.5,20.0,,330.0,13.0
SACO,-31.324,-64.208,474.0,1017.0,21.0,0.5,15.0,,300.0,6.0
SYCJ,6.499,-58.254,30.0,1011.0,29.0,0.25,22.0,,60.0,12.0
KP28,37.283,-98.55,469.0,1007.5,20.0,0.0,-5.0,,170.0,12.0
SCAS,-45.4,-72.007,10.0,1021.0,20.0,0.0,11.0,,250.0,13.0
SCCY,-45.594,-72.106,311.0,1017.0,24.0,0.0,9.0,,240.0,9.0
SCCC,-46.583,-71.687,325.0,1015.0,nan,0.0,nan,/////,240.0,11.0
SCHR,35.072,-91.739,167.0,1015.0,23.0,0.5,6.0,,270.0,12.0
SCFM,-53.254,-70.319,30.0,996.0,17.0,0.25,9.0,,270.0,21.0
SCGZ,-54.931,-67.626,27.0,989.0,8.0,0.25,7.0,-RA,280.0,16.0
SCRM,-62.191,-58.987,45.0,975.0,1.0,0.25,1.0,,330.0,12.0
SCPQ,-42.34,-73.716,5.0,1021.0,20.0,0.0,12.0,,110.0,5.0
SCIR,-33.665,-78.93,29.0,1022.0,18.0,0.75,12.0,,150.0,16.0
SCRD,-33.067,-71.55,336.0,1012.0,26.0,0.0,9.0,,210.0,10.0
SCSN,-33.656,-71.614,75.0,1012.0,18.0,0.0,13.0,,260.0,11.0
SCTB,-33.456,-70.547,649.0,1012.0,32.0,0.0,9.0,,200.0,6.0
SCRG,-34.174,-70.776,441.0,1012.0,31.0,0.0,7.0,,200.0,8.0
SCIC,-34.967,-71.216,242.0,1011.0,28.0,0.0,7.0,,180.0,9.0
SCCH,-36.583,-72.031,148.0,1011.0,29.0,0.0,8.0,,200.0,12.0
SCGE,-37.402,-72.425,114.0,1012.0,28.0,0.0,8.0,,190.0,13.0
SCJO,-40.611,-73.061,65.0,1019.0,21.0,0.0,nan,,160.0,13.0
SCTN,-42.933,-72.699,4.0,1021.0,15.0,0.5,12.0,,200.0,11.0
SCON,-43.117,-73.617,3.0,1022.0,18.0,0.25,12.0,,230.0,10.0
SCFT,-43.189,-71.851,318.0,1017.0,27.0,0.0,8.0,,nan,4.0
SCAP,-43.617,-71.783,277.0,1020.0,26.0,0.0,7.0,,200.0,10.0
SCMK,-43.9,-73.733,11.0,1022.0,19.0,0.25,12.0,,190.0,10.0
MYNN,25.039,-77.466,3.0,1017.61,29.0,0.25,19.0,,310.0,6.0
SVMI,10.601,-66.991,48.0,1013.0,29.0,0.5,23.0,,110.0,5.0
KRDR,47.961,-97.401,278.0,1004.74,2.0,0.5,0.0,-SN,70.0,3.0
OEDR,26.265,50.152,17.0,1017.0,18.0,0.25,12.0,,320.0,9.0
OEJN,21.68,39.157,15.0,1015.0,23.0,0.25,15.0,,340.0,9.0
OEMA,24.553,39.705,631.0,1017.0,21.0,0.0,1.0,,270.0,7.0
OERK,24.958,46.699,612.0,1021.0,13.0,0.0,6.0,HZ,70.0,6.0
OERY,24.71,46.725,612.0,1021.0,17.0,0.0,6.0,DU,80.0,9.0
OEAB,18.24,42.657,2084.0,1025.0,16.0,0.0,4.0,,200.0,6.0
KGMJ,36.607,-94.739,254.0,1011.18,23.0,0.0,0.0,,170.0,11.0
KHDE,40.452,-99.337,705.0,1005.42,12.0,0.0,2.6,,250.0,8.0
KHII,34.571,-114.358,238.0,1016.26,22.0,0.0,-8.0,,270.0,5.0
KHTO,40.95,-72.25,17.0,1002.71,2.5,0.75,1.1,-RA,240.0,5.0
KHZR,30.717,-91.483,12.0,1019.98,21.5,0.0,-1.8,,200.0,4.0
KIDP,37.158,-95.778,251.0,1009.82,20.9,0.0,1.8,,190.0,17.0
KIKK,41.071,-87.846,192.0,1012.87,4.2,0.0,0.1,,230.0,7.0
KJOT,41.518,-88.175,177.0,1011.85,6.6,0.0,0.0,,240.0,5.0
KJZP,34.453,-84.457,468.0,1017.61,17.5,0.0,0.0,,320.0,4.0
KMEI,32.333,-88.752,89.0,1018.6,22.8,0.0,-4.4,,250.0,8.0
KMMH,37.624,-118.838,2173.0,1026.08,10.0,0.0,-19.0,,240.0,4.0
KMRH,34.733,-76.65,3.0,1012.7,12.8,0.0,7.2,,210.0,14.0
KMRJ,42.887,-90.236,359.0,1008.47,6.0,0.0,-1.0,,260.0,6.0
KMZZ,40.483,-85.683,262.0,1013.21,3.1,0.0,0.0,,250.0,7.0
KNY0,42.983,-74.333,271.0,998.99,0.0,0.75,0.0,,220.0,3.0
KONX,36.4,-76.017,5.0,1009.14,16.0,0.0,3.7,,220.0,13.0
KOQU,41.597,-71.412,6.0,1001.36,5.0,0.75,0.0,,250.0,14.0
KORG,30.067,-93.8,4.0,1020.32,21.0,0.0,4.3,,170.0,10.0
KOWP,36.175,-96.152,272.0,1009.82,23.5,0.0,1.6,,150.0,11.0
KOYM,41.417,-78.5,590.0,1005.42,2.0,1.0,0.0,,280.0,14.0
KPNT,40.917,-88.617,201.0,1012.53,6.7,0.0,0.5,,230.0,4.0
KSBO,32.609,-82.37,100.0,1016.93,21.0,0.0,1.0,,290.0,6.0
KSFY,42.05,-90.117,188.0,1010.5,4.0,0.75,-1.0,,190.0,4.0
KSME,37.053,-84.616,283.0,1015.92,15.0,0.0,-2.0,,260.0,13.0
KSWF,41.504,-74.105,150.0,1001.02,3.0,0.75,1.0,BR,260.0,10.0
KT35,30.883,-96.967,123.0,1016.59,23.3,0.0,12.9,,180.0,14.0
KTAZ,39.533,-89.003,190.0,1012.87,13.0,0.0,2.0,,240.0,6.0
KTBR,32.483,-81.737,57.0,1016.59,20.5,0.0,-0.8,,290.0,7.0
KTMK,45.418,-123.814,11.0,1032.17,10.0,0.5,4.0,,240.0,12.0
KTNB,36.2,-81.65,911.0,1012.87,11.6,0.0,-5.4,,300.0,18.0
KTVI,30.902,-83.881,80.0,1019.64,20.0,0.0,0.0,,270.0,3.0
KULS,37.604,-101.374,936.0,1004.74,21.0,0.0,-3.0,,190.0,20.0
K06C,41.983,-88.1,244.0,1010.84,5.8,0.0,-0.5,,0.0,0.0
K20V,40.05,-106.367,2259.0,1013.21,7.0,0.75,-7.0,,250.0,13.0
K2V6,40.1,-102.717,1261.0,1006.44,16.0,0.0,-5.0,,50.0,6.0
K3AU,37.672,-97.078,405.0,1009.14,19.0,0.0,0.0,,190.0,13.0
K6P9,32.433,-98.6,449.0,1013.21,24.8,0.0,6.9,,210.0,15.0
K6R3,30.35,-96.583,46.0,1018.63,25.5,0.0,0.7,,180.0,8.0
KASL,32.517,-94.3,109.0,1016.93,23.9,0.0,3.7,,210.0,8.0
KBMT,30.071,-94.216,10.0,1019.3,23.9,0.0,6.1,,170.0,9.0
KBQP,32.75,-91.883,51.0,1018.29,22.9,0.0,-0.1,,180.0,3.0
KBWD,31.8,-98.95,423.0,1013.89,26.0,0.0,5.0,,220.0,14.0
KCBE,39.615,-78.761,236.0,1008.81,10.4,0.5,0.3,,280.0,15.0
KCHK,35.1,-97.967,351.0,1009.14,20.1,0.0,1.0,,180.0,13.0
KCPW,37.45,-106.8,3584.0,1020.66,-3.0,0.0,-10.0,,230.0,13.0
KCQB,35.717,-96.817,300.0,1009.82,22.5,0.0,3.0,,170.0,16.0
KCUL,38.083,-88.117,118.0,1014.9,14.0,0.0,2.0,,0.0,0.0
KCVB,29.35,-98.85,235.0,1017.61,26.2,0.5,11.4,,190.0,12.0
KD73,33.783,-83.7,267.0,1016.59,20.2,0.0,-2.1,,320.0,11.0
KDQH,31.477,-82.86,78.0,1018.96,20.1,0.0,-0.7,,270.0,9.0
KDTA,39.381,-112.508,1402.0,1021.0,8.0,0.0,-6.0,,10.0,6.0
KDUB,43.55,-109.517,2224.0,1011.51,-2.0,0.75,-12.0,,300.0,23.0
KE16,37.083,-121.6,86.0,1021.0,19.0,0.0,5.0,,330.0,8.0
KEHO,35.25,-81.6,258.0,1013.21,18.0,0.0,-0.8,,210.0,11.0
KEMM,41.817,-110.55,2220.0,1015.92,-2.0,0.0,-15.0,HZ,260.0,32.0
KEZF,38.267,-77.45,26.0,1006.44,16.3,0.0,-0.2,,270.0,17.0
KEZM,32.217,-83.133,93.0,1017.61,21.0,0.0,0.1,,280.0,8.0
KF44,32.002,-95.008,135.0,1015.24,24.0,0.0,8.0,,180.0,13.0
KFBR,41.392,-110.407,2144.0,1017.95,1.9,0.0,-10.1,,280.0,27.0
KFGX,38.55,-83.75,278.0,1014.22,12.0,0.0,-3.5,,300.0,12.0
KFZG,31.684,-83.271,111.0,1018.63,20.4,0.0,-0.6,,0.0,0.0
KGBG,40.938,-90.431,233.0,1011.51,6.3,0.0,-1.8,,190.0,5.0
KGGP,40.717,-86.367,225.0,1012.87,3.0,0.0,0.0,,250.0,8.0
KVBW,38.367,-78.967,355.0,nan,nan,0.0,nan,,nan,nan
KVDI,32.193,-82.371,84.0,1017.27,21.0,0.0,-3.0,,260.0,6.0
KW22,39.65,-80.267,499.0,1009.82,11.0,0.5,-1.0,,280.0,11.0
PAAD,70.133,-146.283,8.0,1017.61,-33.3,1.0,-36.5,,290.0,4.0
TUPJ,18.445,-64.543,4.0,1016.93,28.0,0.5,20.0,,110.0,10.0
HSSS,15.59,32.553,380.0,1017.0,24.0,0.0,-8.0,,350.0,15.0
FQNP,-15.106,39.282,441.0,1013.0,24.0,0.75,21.0,,210.0,6.0
FQBR,-19.796,34.908,16.0,1012.0,27.0,0.5,24.0,,160.0,22.0
KMEH,45.517,-118.417,1136.0,1025.7,1.1,0.5,-6.1,,nan,3.0
MMCL,24.764,-107.475,39.0,1013.21,29.0,0.0,15.0,,230.0,6.0
MMDO,24.124,-104.528,1857.0,1022.35,26.0,0.25,-5.0,,160.0,6.0
MMGM,27.969,-110.925,20.0,1012.87,25.0,0.0,11.0,,230.0,10.0
MMML,32.631,-115.242,22.0,1016.59,29.0,0.25,-9.0,,0.0,0.0
MMSD,23.152,-109.721,109.0,1014.9,25.0,0.0,9.0,,160.0,10.0
MMSL,22.948,-109.937,140.0,1015.92,25.0,0.0,11.0,,160.0,9.0
SARF,-26.213,-58.228,60.0,1007.0,38.0,0.25,21.0,,320.0,5.0
MMCV,23.703,-98.956,238.0,1016.59,28.0,0.0,11.0,,130.0,12.0
MMMA,25.77,-97.525,8.0,1017.95,26.0,0.75,18.0,,140.0,10.0
MYSM,24.063,-74.524,5.0,1017.61,27.0,0.25,22.0,,220.0,8.0
SBFN,-3.855,-32.423,56.0,1012.0,27.0,0.25,23.0,,120.0,9.0
MMGL,20.522,-103.311,1528.0,1020.66,28.0,0.0,2.0,,40.0,4.0
MMMM,19.85,-101.025,1833.0,1022.01,27.0,0.0,0.0,,60.0,8.0
NFTL,-19.777,-174.341,3.0,1008.0,28.0,0.5,23.0,,110.0,10.0
MMCB,18.835,-99.261,1560.0,1018.63,28.0,0.75,6.0,,110.0,4.0
MMOX,17.0,-96.727,1528.0,1022.01,24.0,0.75,6.0,,260.0,4.0
MMPB,19.158,-98.371,2244.0,1025.06,23.0,0.5,1.0,,150.0,7.0
MMQT,20.617,-100.186,1919.0,1024.38,25.0,0.0,-1.0,,0.0,0.0
MMTM,22.296,-97.866,24.0,1017.61,25.0,0.5,17.0,,80.0,8.0
MMTO,19.337,-99.566,2576.0,1026.41,27.0,0.5,-10.0,,270.0,3.0
MMZH,17.602,-101.461,6.0,1012.19,29.0,0.0,22.0,,220.0,6.0
MTPP,18.58,-72.293,37.0,1013.89,31.0,0.25,20.0,,280.0,12.0
UBBY,41.562,46.667,390.0,1024.0,5.0,0.75,-4.0,,250.0,2.0
LEMO,37.175,-5.616,88.0,1031.0,11.0,0.0,6.0,,120.0,6.0
SASA,-24.856,-65.486,1216.0,1015.0,28.0,0.25,18.0,,90.0,3.0
PKWA,8.72,167.732,8.0,1008.13,26.8,0.5,22.1,,80.0,13.0
SPHI,-6.787,-79.828,34.0,1009.0,28.0,0.0,16.0,,200.0,18.0
SPQT,-3.785,-73.309,126.0,1009.0,30.0,0.75,24.0,,320.0,5.0
SPQU,-16.341,-71.583,2554.0,1023.0,21.0,0.5,7.0,,260.0,11.0
SPRU,-8.081,-79.109,30.0,1010.0,22.0,0.0,19.0,,180.0,13.0
SPSO,-13.745,-76.22,10.0,1009.0,28.0,0.0,16.0,,230.0,12.0
SPTN,-18.053,-70.276,458.0,1011.0,24.0,0.0,12.0,,240.0,9.0
SPZO,-13.536,-71.939,3249.0,1028.0,19.0,0.5,5.0,,100.0,2.0
K9MN,44.017,-92.483,355.0,1006.77,4.0,0.75,-2.8,,150.0,4.0
KCQM,47.817,-92.683,404.0,1002.71,4.0,0.5,-4.0,,280.0,10.0
KLVN,44.633,-93.233,293.0,1005.76,3.0,0.0,-2.0,,130.0,3.0
MTCH,19.733,-72.195,2.0,1015.0,28.0,0.25,21.0,,10.0,11.0
SPCL,-8.378,-74.574,149.0,1009.0,33.0,0.75,22.0,,100.0,3.0
SPLO,-17.695,-71.344,9.0,1010.0,24.0,0.0,17.0,,160.0,9.0
SPME,-3.553,-80.381,27.0,1007.0,30.0,0.5,24.0,,260.0,7.0
SPMS,-5.894,-76.118,179.0,1008.0,32.0,0.25,24.0,,30.0,4.0
SPST,-6.509,-76.373,282.0,1009.0,26.0,0.5,23.0,SHRA,120.0,10.0
SPTU,-12.614,-69.229,266.0,1007.0,33.0,0.25,23.0,,140.0,3.0
SPYL,-4.577,-81.254,90.0,1008.0,31.0,0.0,19.0,,190.0,14.0
FAOR,-26.139,28.246,1700.0,1025.0,17.0,0.5,16.0,,180.0,8.0
MRLM,9.958,-83.022,2.0,1011.18,29.0,0.25,22.0,,20.0,6.0
SECO,-0.463,-76.987,220.0,1011.0,25.0,0.5,22.0,,200.0,6.0
SEQM,-0.129,-78.358,2400.0,1021.0,23.0,0.5,7.0,,80.0,7.0
SEMT,-0.946,-80.679,14.0,1008.0,29.0,0.5,24.0,,280.0,9.0
SEGU,-2.157,-79.884,9.0,1007.0,31.0,0.25,22.0,,140.0,6.0
SETN,0.979,-79.627,10.0,1007.79,29.0,0.25,25.0,VCSH,300.0,5.0
SESA,-2.205,-80.989,8.0,1008.0,28.0,0.0,22.0,,240.0,8.0
SERO,-3.442,-79.997,51.0,1007.0,30.0,0.25,22.0,,330.0,6.0
SETU,0.81,-77.708,2940.0,1028.0,17.0,0.5,8.0,,80.0,6.0
SERB,-1.653,-78.656,2796.0,1025.0,18.0,0.75,12.0,,100.0,8.0
SECU,-2.889,-78.984,2531.0,1023.0,17.0,0.75,11.0,VCSH,60.0,7.0
SECA,0.0,0.0,1121.0,1014.0,27.0,0.75,14.0,,90.0,9.0
SENL,0.1,-76.867,293.0,1012.0,27.0,0.5,23.0,,140.0,6.0
SESM,-1.505,-78.063,1056.0,1015.0,22.0,0.5,19.0,,330.0,5.0
SEGS,-0.454,-90.266,16.0,1008.0,29.0,0.0,23.0,,100.0,9.0
KNOZ,32.5,-114.45,103.0,1011.0,25.0,0.0,-6.1,,350.0,11.0
KHUA,34.679,-86.685,209.0,1016.7,19.4,0.0,0.4,,270.0,8.0
KLFI,37.083,-76.36,3.0,1008.8,16.0,0.0,3.0,,250.0,14.0
KSXS,31.367,-85.85,122.0,1018.7,20.5,0.0,-2.0,,0.0,0.0
KGRK,31.067,-97.829,309.0,1014.3,24.8,0.0,9.5,,170.0,17.0
KHLR,31.139,-97.715,283.0,1014.5,26.1,0.0,8.7,,190.0,16.0
KSLI,33.79,-118.052,11.0,1017.3,24.0,0.25,5.0,,230.0,7.0
KVBG,34.737,-120.584,112.0,1017.8,22.6,0.0,2.0,,280.0,5.0
PAED,61.251,-149.807,59.0,1021.7,-12.8,0.75,-15.3,,0.0,0.0
PAEI,64.666,-147.102,167.0,1023.4,-29.2,0.5,-33.4,,0.0,0.0
PAFB,64.838,-147.614,137.0,1024.0,-30.9,0.0,-34.2,,0.0,0.0
PGUA,13.584,144.93,187.0,1009.2,25.0,0.5,21.3,,100.0,12.0
KCWN,38.75,-104.85,2040.0,993.7,12.4,0.0,-14.8,,0.0,0.0
OAIX,34.946,69.265,1492.0,1012.4,7.2,0.25,0.0,,0.0,0.0
OKAS,29.347,47.521,144.0,1019.8,11.9,0.75,9.5,,280.0,11.0
RJOI,34.144,132.236,2.0,1022.9,5.0,0.25,0.0,,300.0,6.0
K1KM,46.45,-109.8,1330.0,1013.6,2.2,0.75,-9.6,,270.0,33.0
YCBB,-31.333,149.267,645.0,1014.0,14.0,0.75,13.0,//,180.0,5.0
YSNF,-29.042,167.939,109.0,1014.0,22.0,0.5,22.0,//,70.0,8.0
SAZN,-38.949,-68.156,271.0,1014.0,30.0,0.0,7.0,,360.0,4.0
SAZS,-41.151,-71.158,840.0,1018.0,27.0,0.0,3.0,,260.0,6.0
YABA,-34.943,117.809,69.0,1017.0,18.0,0.75,17.0,//,120.0,12.0
SAEZ,-34.822,-58.536,20.0,1013.0,29.0,0.0,13.0,,200.0,3.0
UBBN,39.189,45.458,873.0,1021.0,-1.0,0.25,-3.0,,350.0,6.0
GMAD,30.325,-9.413,74.0,1022.0,15.0,0.0,13.0,,180.0,3.0
GMFF,33.927,-4.978,579.0,1028.0,10.0,0.25,2.0,,110.0,9.0
GMME,34.051,-6.752,75.0,1025.0,9.0,0.0,6.0,,0.0,0.0
GMMN,33.368,-7.59,206.0,1025.0,14.0,0.0,9.0,,30.0,9.0
GMMX,31.607,-8.036,466.0,1023.0,17.0,0.0,9.0,,80.0,5.0
GMTT,35.727,-5.917,21.0,1028.0,13.0,0.0,8.0,,80.0,13.0
ORBI,33.263,44.235,35.0,1022.0,8.0,0.0,-3.0,,290.0,1.0
YMDG,-32.563,149.611,471.0,1016.0,16.0,0.75,12.0,//,130.0,8.0
YPMQ,-31.436,152.863,4.0,1015.0,19.0,0.5,19.0,//,320.0,7.0
LUKK,46.928,28.931,122.0,1034.0,2.0,0.75,1.0,BR,90.0,7.0
GMFM,33.879,-5.515,549.0,1026.0,11.0,0.25,3.0,,80.0,14.0
GMMH,23.718,-15.932,11.0,1019.0,18.0,0.0,15.0,,10.0,19.0
GMML,27.152,-13.219,6.0,1022.0,18.0,0.0,11.0,,20.0,13.0
GMFK,31.948,-4.398,1045.0,1028.0,13.0,0.0,-10.0,,60.0,16.0
GMMW,34.989,-3.028,175.0,1032.0,13.0,0.5,7.0,,60.0,8.0
GMMZ,30.939,-6.909,1140.0,1025.0,17.0,0.0,-8.0,,130.0,8.0
GMTA,35.177,-3.84,14.0,1031.0,14.0,0.25,9.0,,50.0,6.0
GMTN,35.594,-5.32,10.0,1030.0,14.0,0.5,11.0,,100.0,15.0
UTAV,39.083,63.613,192.0,1020.0,5.0,0.0,-3.0,,260.0,8.0
VOCB,11.03,77.043,399.0,1014.0,25.0,0.25,19.0,HZ,60.0,8.0
OOMS,23.593,58.284,8.0,1013.0,23.0,0.0,14.0,,230.0,4.0
OOSA,17.039,54.091,20.0,1015.0,24.0,0.0,19.0,,360.0,3.0
OOSH,24.386,56.625,35.0,1012.0,25.0,0.0,5.0,//////,210.0,3.0
OMAA,24.433,54.651,27.0,1015.0,22.0,0.0,16.0,,300.0,3.0
OMAD,24.428,54.458,3.0,1015.0,23.0,0.0,17.0,,280.0,4.0
OMAL,24.262,55.609,262.0,1017.0,21.0,0.0,11.0,,330.0,6.0
OMDB,25.253,55.364,5.0,1015.0,23.0,0.0,16.0,,250.0,5.0
OMDW,24.896,55.161,25.0,1016.0,21.0,0.0,16.0,,210.0,4.0
OMFJ,25.112,56.324,28.0,1013.89,26.0,0.0,10.0,,300.0,10.0
OMRK,25.614,55.939,31.0,1015.58,19.0,0.0,14.0,,nan,1.0
OMSJ,25.329,55.517,33.0,1015.0,23.0,0.0,14.0,,220.0,4.0
K6S8,45.7,-108.767,1072.0,1011.51,5.0,0.0,-8.0,,280.0,28.0
YTRE,-31.889,152.514,12.0,1016.0,18.0,0.5,18.0,//,290.0,5.0
TBPB,13.075,-59.493,52.0,1013.0,28.0,0.25,18.0,,90.0,20.0
HECA,30.122,31.406,74.0,1022.0,14.0,0.75,10.0,,310.0,5.0
YBTL,-19.253,146.765,6.0,1007.0,26.0,0.0,26.0,//,170.0,5.0
YBUD,-24.904,152.319,82.0,1010.0,24.0,0.0,22.0,//,140.0,5.0
YBWP,-12.679,141.925,12.0,1005.0,23.0,0.0,22.0,//,100.0,4.0
YBWX,-20.864,115.406,6.0,1004.0,31.0,0.0,nan,//,210.0,14.0
YCAR,-24.88,113.672,8.0,1008.0,25.0,0.0,22.0,//,170.0,8.0
YCAS,-28.883,153.067,26.0,1014.0,20.0,0.0,20.0,//,0.0,0.0
YCBP,-29.04,134.721,226.0,1017.0,16.0,0.0,5.0,//,120.0,9.0
YCCY,-20.669,140.504,570.0,1007.0,26.0,0.0,6.0,//,210.0,4.0
SABE,-34.559,-58.416,6.0,1013.0,26.0,0.25,11.0,,60.0,7.0
SBRJ,-22.91,-43.163,3.0,1010.0,27.0,0.25,24.0,,170.0,14.0
NSTU,-14.331,-170.71,3.0,1008.0,27.4,0.5,24.4,,290.0,9.0
SARP,-27.386,-55.971,125.0,1011.0,29.0,0.25,22.0,,140.0,14.0
SAOC,-33.085,-64.261,421.0,1015.0,27.0,0.0,9.0,,90.0,6.0
SBTF,-3.383,-64.724,47.0,1007.0,33.0,0.5,24.0,,70.0,10.0
VOML,12.961,74.89,103.0,1010.0,26.0,0.0,21.0,,30.0,3.0
TFFF,14.591,-61.003,5.0,1015.0,28.0,0.5,19.0,,110.0,16.0
WSAP,1.36,103.91,32.0,1010.0,25.0,0.25,22.0,,50.0,6.0
K5M9,37.003,-88.117,199.0,1015.24,17.1,0.0,1.4,,230.0,5.0
KPVF,38.717,-120.75,789.0,1021.34,21.0,0.0,-15.0,,350.0,6.0
KRHV,37.333,-121.819,41.0,1020.66,22.0,0.75,-1.0,,310.0,12.0
KSTE,44.545,-89.53,338.0,1006.44,5.5,0.0,-1.5,,240.0,10.0
KNGU,36.938,-76.289,5.0,1008.5,16.7,0.25,0.6,,250.0,12.0
LZIB,48.17,17.213,134.0,1036.0,6.0,0.0,3.0,,250.0,4.0
LZKZ,48.663,21.241,232.0,1035.0,1.0,0.0,1.0,,10.0,2.0
LZTT,49.074,20.241,707.0,1035.0,2.0,0.25,-2.0,,nan,3.0
SBVT,-20.258,-40.286,4.0,1012.0,27.0,0.25,22.0,,30.0,8.0
LHBP,47.43,19.261,185.0,1035.0,4.0,0.0,2.0,BR,320.0,3.0
UBBB,40.467,50.047,-6.0,1029.0,-2.0,0.75,-3.0,SHSN,340.0,24.0
RPLL,14.509,121.02,21.0,1008.0,26.0,0.25,24.0,,nan,1.0
RPVM,10.307,123.979,10.0,1008.0,25.0,0.25,24.0,,nan,1.0
RPLB,14.794,120.271,17.0,1009.0,25.0,0.25,22.0,,50.0,3.0
RPMD,7.126,125.646,18.0,1008.0,24.0,0.25,22.0,,20.0,2.0
MUHA,22.989,-82.409,64.0,1017.0,29.0,0.5,20.0,,340.0,11.0
MUVR,23.034,-81.435,65.0,1017.0,28.0,0.25,20.0,,10.0,11.0
MUSC,22.492,-79.944,103.0,1016.0,29.0,0.5,19.0,,60.0,9.0
MUCC,22.461,-78.328,4.0,1016.0,29.0,0.25,22.0,,50.0,10.0
MUCM,21.42,-77.848,122.0,1015.0,29.0,0.5,20.0,,30.0,11.0
MUHG,20.786,-76.315,106.0,1014.0,31.0,0.25,19.0,,30.0,10.0
MUCU,19.97,-75.835,76.0,1015.0,28.0,0.25,22.0,,200.0,7.0
MUCF,22.15,-80.414,39.0,1016.0,30.0,0.25,21.0,,220.0,10.0
SBRP,-21.136,-47.777,549.0,1011.0,31.0,0.5,19.0,,40.0,6.0
WSSS,1.35,103.994,16.0,1010.0,24.0,0.25,22.0,,340.0,5.0
SOCA,4.82,-52.36,9.0,1011.0,25.0,0.75,25.0,,80.0,8.0
TFFR,16.265,-61.532,11.0,1015.0,27.0,0.5,19.0,,120.0,15.0
PAFR,61.266,-149.653,115.0,1021.7,-12.8,1.0,-15.0,,0.0,0.0
RJTY,35.749,139.348,139.0,1019.6,0.9,0.0,-8.9,,10.0,8.0
RKSO,37.091,127.03,12.0,1026.8,-2.7,0.75,-6.7,,0.0,0.0
SBBR,-15.869,-47.921,1061.0,1016.0,21.0,0.5,19.0,TS,30.0,2.0
LBPG,42.29,24.714,58.0,1031.0,5.0,0.0,4.0,,270.0,8.0
LBIA,42.455,26.352,155.0,1031.0,7.0,0.0,6.0,,290.0,2.0
LBPL,43.451,24.503,101.0,1034.0,3.0,0.0,2.0,BR,340.0,4.0
LBSF,42.697,23.411,530.0,1032.0,10.0,0.0,0.0,,10.0,4.0
LBWN,43.232,27.825,43.0,1032.0,4.0,0.0,4.0,FG,300.0,3.0
LBBG,42.57,27.515,28.0,1032.0,6.0,1.0,6.0,BR,90.0,10.0
LBPD,42.068,24.851,185.0,1031.0,8.0,0.0,2.0,,0.0,0.0
LBGO,43.151,25.713,86.0,1032.0,3.0,0.0,3.0,,280.0,3.0
SBPL,-9.362,-40.569,375.0,1012.0,26.0,0.75,24.0,,320.0,1.0
TNCC,12.189,-68.96,9.0,1012.0,29.0,0.25,21.0,,100.0,15.0
KPRN,31.85,-86.617,138.0,1013.4,22.2,0.0,-5.0,,240.0,8.0
NWWW,-22.015,166.213,16.0,1008.0,25.0,0.75,21.0,,0.0,0.0
K0J4,31.05,-86.317,96.0,1019.6,21.1,0.0,-3.9,,290.0,4.0
NVSS,-15.505,167.22,44.0,1004.0,28.0,0.25,25.0,,140.0,4.0
NVVV,-17.699,168.32,21.0,1005.0,23.0,0.5,23.0,,0.0,0.0
UKBB,50.345,30.895,119.0,1036.0,-4.0,1.0,-7.0,,140.0,6.0
UKHH,49.925,36.29,155.0,1041.0,-13.0,0.0,-19.0,,90.0,5.0
UKOO,46.427,30.677,35.0,1035.0,1.0,1.0,0.0,-DZ,120.0,6.0
UKDE,47.867,35.316,113.0,1039.0,-8.0,0.0,-13.0,,60.0,4.0
UKDD,48.357,35.101,149.0,1039.0,-8.0,0.0,-13.0,,70.0,5.0
UKLL,49.813,23.956,325.0,1034.0,-1.0,0.0,-1.0,BR,220.0,1.0
UKDR,48.043,33.21,124.0,1038.0,-3.0,1.0,-9.0,,80.0,4.0
SBCT,-25.528,-49.176,908.0,1014.0,29.0,0.0,16.0,,320.0,6.0
KHIF,41.124,-111.973,1459.0,1021.8,5.4,0.25,-12.6,,320.0,6.0
KLOR,31.35,-85.75,74.0,1017.2,21.2,0.0,-1.4,,0.0,0.0
KPOE,31.045,-93.192,101.0,1019.1,23.7,0.0,3.1,,190.0,10.0
PHSF,19.76,-155.554,1887.0,1014.6,14.9,0.0,9.6,,130.0,27.0
PWAK,19.282,166.636,4.0,1011.85,25.4,0.5,20.6,,90.0,5.0
RKJK,35.904,126.616,9.0,1025.5,-0.2,0.25,-8.6,,70.0,3.0
RKSG,36.962,127.031,16.0,1025.06,-1.0,0.75,-13.0,,330.0,1.0
RKSY,37.517,126.967,12.0,1026.8,-1.1,1.0,-15.7,,0.0,0.0
RODN,26.356,127.768,45.0,1016.9,14.4,0.0,12.9,,20.0,5.0
KP92,29.567,-91.533,1.0,1020.3,12.8,0.0,7.8,,nan,3.0
SBJP,-7.146,-34.949,66.0,1012.0,28.0,0.75,24.0,,90.0,9.0
SADF,-34.453,-58.59,4.0,1013.0,27.0,0.25,15.0,,50.0,7.0
EKYT,57.093,9.849,3.0,1024.0,7.0,0.75,6.0,,200.0,9.0
GQPP,20.933,-17.03,3.0,1017.0,20.0,0.0,13.0,,360.0,16.0
MPTO,9.071,-79.383,45.0,1008.0,32.0,0.25,19.0,,350.0,9.0
MPMG,8.973,-79.556,13.0,1008.0,31.0,0.5,21.0,,350.0,9.0
