\N,3.488334,72.862989,5861,0
03N,11.222,169.852005,4502,0
07FA,25.325399398804,-80.274803161621,5849,0
07MT,48.4211006164551,-106.52799987793,6390,0
0WI8,43.1389007568359,-88.472297668457,6276,0
18AZ,33.8180999755859,-111.898002624512,6134,0
1AZ0,33.1119003295898,-112.268997192383,5889,0
20GA,33.7565002441,-84.8846969604,6071,0
24SC,33.9357986450195,-81.4297027587891,6860,0
2FD7,28.4356002807617,-81.4730987548828,7377,0
2XS8,29.2294006347656,-99.8238983154297,5869,0
5A8,59.2826004028,-158.617996216,4766,0
5NC2,34.8763008117676,-80.6192016601563,7386,0
66CA,35.6077003479004,-121.110000610352,6469,0
7FA1,24.6487998962402,-81.5798034667969,6170,0
7FL4,29.904057,-81.68515,5301,0
AAAD,-34.91666667,138.5166667,7699,0
AAWR,-31.13333333,136.8,7700,0
ABBN,-27.41666667,153.0666667,7701,0
ABCV,-26.41666667,146.2666667,7702,0
ABGL,-23.85,151.2666667,7703,0
ABMA,-20.63333333,139.4666667,7704,0
ABTL,-19.25,146.75,7705,0
ACCC,-12.00166667,96.81666667,7706,0
ADDN,-12.4,130.8666667,7707,0
ADGV,-12.26666667,136.8166667,7708,0
AGAF,-9.19138888889,160.948611111,5708,0
AGAR,-9.86054358262,161.979546547,5709,0
AGAT,-8.87333,161.011002,4117,0
AGBT,-8.56202777778,158.119305556,5713,0
AGGA,-8.70257,160.682007,4118,0
AGGC,-6.711944,156.396111,5710,0
AGGE,-6.990745,155.886656,4119,0
AGGF,-8.1075,159.576996,4120,0
AGGH,-9.4280004501343,160.05499267578,3854,0
AGGI,-9.7475004196167,159.839004516602,4121,0
AGGK,-10.4497003555,161.897994995,4122,0
AGGL,-10.7202997207642,165.794998168945,4123,0
AGGM,-8.32796955108643,157.263000488281,4124,0
AGGN,-8.09778022766,156.863998413,4125,0
AGGO,-7.41694021224976,155.565002441406,4126,0
AGGR,-11.5339002609253,160.063003540039,4127,0
AGGS,-8.57888984680176,157.876007080078,5143,0
AGGT,-10.847994,162.454108,5711,0
AGGU,-9.86166954041,160.824996948,4128,0
AGGV,-7.5855598449707,158.731002807617,4129,0
AGGY,-9.092816,159.21841,5712,0
AGKG,-7.3305,157.585,4130,0
AGRC,-8.12639045715332,157.143005371094,5246,0
AGRM,-8.16806030273438,157.643005371094,4131,0
AHBR,-17.93333333,122.2166667,7712,0
AHPD,-20.36666667,118.6166667,7713,0
AK06,63.6450996398926,-148.798004150391,7613,0
AK59,61.7956008911133,-148.354995727539,6844,0
AMHB,-42.81666667,147.005,7714,0
AMLV,-37.85,144.7166667,7715,0
AMMG,-37.71666667,140.7666667,7716,0
AMMQ,-54.46666667,158.9166667,7717,0
ANAU,-0.55,166.9166667,7718,0
ANYN,-0.547458,166.919006,3856,0
APAL,-34.95,117.7833333,7720,0
APCR,-24.88333333,113.0066667,7721,0
APDN,-12.4,130.8666667,7722,0
APFT,-30.81666667,128.0833333,7723,0
APKG,-30.76666667,121.45,7724,0
APPH,-31.91666667,115.95,7725,0
ASAS,-23.8,133.9,7726,0
ASLH,-31.51666667,159.0666667,7727,0
ASNF,-29.01666667,167.9166667,7728,0
ASNW,-34.95,150.5166667,7729,0
ASSY,-33.95,151.0016667,7730,0
ASWG,-35.13333333,147.4333333,7731,0
ASWM,-32.76666667,151.8166667,7732,0
AYBA,-7.49686002731,144.819900513,4634,0
AYBD,-9.10777777778,147.666722222,6819,0
AYBK,-5.4223198890686,154.673004150391,4132,0
AYBM,-8.05000019073,142.932998657,4633,0
AYBU,-7.21628667141,146.649541855,7345,0
AYCH,-6.02429008483887,144.970993041992,4133,0
AYDU,-9.08675956726,143.207992554,4134,0
AYEF,-9.15380555556,147.659805556,6816,0
AYGA,-6.08168983459,145.391998291,1,0
AYGN,-10.3114995956,150.333999634,4135,0
AYGR,-8.80453968048,148.309005737,4136,0
AYHK,-5.46217012405396,150.404998779297,4137,0
AYKI,-6.12571001052856,141.281997680664,4138,0
AYKK,-7.42437982559204,144.250076293945,4139,0
AYKM,-7.96361017227,145.770996094,4140,0
AYKQ,-9.13591666667,147.669444444,6817,0
AYKT,-7.50025,146.033833333,6938,0
AYKV,-2.57940006256,150.807998657,4141,0
AYMD,-5.20707988739,145.789001465,2,0
AYMH,-5.82678985595703,144.296005249023,3,0
AYMN,-6.14774,143.656998,4142,0
AYMO,-2.06189,147.423996,4143,0
AYMR,-6.36332988739,143.238006592,4144,0
AYMS,-10.6892004013,152.837997437,4145,0
AYNC,-9.14355555556,147.68425,6818,0
AYNZ,-6.569803,146.725977,4,0
AYPY,-9.44338035583496,147.220001220703,5,0
AYRB,-4.216666667,152.0016667,7740,0
AYSE,-2.66222222222,151.997777778,7344,0
AYSS,-7.6217,142.868,7611,0
AYTA,-5.84499979019,142.947998047,4146,0
AYTB,-5.27861,141.225998,4147,0
AYTK,-4.34045982361,152.380004883,4148,0
AYVN,-2.6926,141.3028,4149,0
AYWD,-5.64330005645752,143.895004272461,4150,0
AYWK,-3.58383011818,143.669006348,6,0
BGAA,68.7218017578,-52.7846984863,3787,0
BGAG,72.8870298223,-55.5962866545,7454,0
BGAM,65.612296,-37.618335,5721,0
BGAP,60.46445,-45.56917,4151,0
BGAQ,60.148357,-44.286916,7461,0
BGAS,60.597376,-45.382445,7465,0
BGAT,67.9406628551,-53.6218696833,7445,0
BGBW,61.1604995728,-45.4259986877,7,0
BGCH,68.822815547,-51.1734473705,3786,0
BGCO,70.7431030273,-22.6504993439,4152,0
BGDB,74.28333333,-20.21666667,7750,0
BGDH,76.76666667,-18.00666667,7751,0
BGDU,76.005,-70.15,7752,0
BGEM,68.7,-52.75,7753,0
BGET,60.6197196536,-45.9140619636,7466,0
BGFD,60.004694,-44.656935,7463,0
BGFH,61.9921989441,-49.6624984741,4153,0
BGGD,61.21666667,-48.11666667,7756,0
BGGH,64.19090271,-51.6781005859,8,0
BGGN,69.251181993,-53.5148763657,4154,0
BGHB,66.91666667,-53.00666667,7759,0
BGIA,70.4981453548,-51.3030838966,7476,0
BGIK,68.1408810063,-53.4414589405,7472,0
BGIL,69.0809150007,-51.1143153906,7449,0
BGIN,73.1998953377,-56.0108166933,7455,0
BGIS,65.5477923903,-38.9765524864,7469,0
BGIT,68.6342530984,-51.8322622776,7464,0
BGJH,60.7156841553,-46.0299186409,4155,0
BGJN,69.2432022095,-51.0570983887,3785,0
BGKA,68.3126574861,-53.4602075815,7446,0
BGKK,65.56666667,-37.13333333,7762,0
BGKL,72.1527425265,-55.5309855938,7460,0
BGKM,65.8639347361,-36.9979190826,7470,0
BGKQ,74.5780498288,-57.2268283367,7457,0
BGKS,72.3810915507,-55.5365860462,7456,0
BGKT,68.8579259976,-53.1232953072,7447,0
BGLL,71.2419440428,-53.5628771782,7473,0
BGMQ,65.4124984741,-52.9393997192,4156,0
BGMV,72.25,-24.31666667,7765,0
BGNK,68.236381,-52.852148,7448,0
BGNN,60.1418839759,-45.232976675,4157,0
BGNQ,71.5387687528,-53.2050383091,7474,0
BGNS,60.9172827256,-46.059923172,4158,0
BGNT,70.7893846882,-53.6629450321,7477,0
BGNU,74.1098528514,-57.0650374889,7458,0
BGPC,60.01666667,-43.11666667,7768,0
BGPT,62.01666667,-49.00666667,7769,0
BGQE,69.9958611087,-51.3009166718,7450,0
BGQQ,77.4886016846,-69.3887023926,4159,0
BGQT,60.7809592284,-47.1562492847,7467,0
BGSC,70.4882288244,-21.9716799259,6009,0
BGSF,67.0122218992,-50.7116031647,9,0
BGSG,65.9059197626,-36.3782536983,7471,0
BGSI,77.7865173475,-70.6386566162,7453,0
BGSQ,70.011448,-51.932142,7451,0
BGSS,66.9513015747,-53.7293014526,4160,0
BGST,70.8111719824,-51.6312897205,7475,0
BGSV,76.0186134646,-65.1176834106,7452,0
BGTA,73.3730545044,-56.0602798462,7459,0
BGTL,76.5311965942,-68.7032012939,10,0
BGTM,62.41666667,-42.25,7776,0
BGTN,65.8920273392,-37.7834093571,7468,0
BGTQ,60.1943053097,-44.8134469986,7462,0
BGUK,72.7901992798,-56.1305999756,4161,0
BGUM,70.6804279261,-52.1116304398,6243,0
BGUP,72.76666667,-56.00166667,7778,0
BGUQ,70.7341995239,-52.6962013245,4162,0
BGUT,71.0494384946,-51.8900156021,7478,0
BIAR,65.6600036621094,-18.0727005004883,11,0
BIBA,63.5560989379883,-20.1375007629395,4059,0
BIBD,65.6412963867188,-23.546199798584,5603,0
BIEG,65.2833023071289,-14.4013996124268,12,0
BIGF,64.9914016723633,-23.2247009277344,7374,0
BIGJ,65.9953002929688,-21.3269004821777,5604,0
BIGR,66.5458,-18.0173,4163,0
BIHN,64.295601,-15.2272,13,0
BIHU,65.952301,-17.426001,14,0
BIIS,66.0580978393555,-23.1352996826172,15,0
BIKA,65.93333333,-36.68333333,7786,0
BIKF,63.985000610352,-22.605600357056,16,0
BIKL,63.7907981872559,-18.0013999938965,7659,0
BIKR,65.7316970825,-19.5727996826,5605,0
BINF,65.1318969726563,-13.7463998794556,6564,0
BIPA,65.555801,-23.965,17,0
BIRG,66.45,-15.93333333,7789,0
BIRK,64.1299972534,-21.9405994415,18,0
BIRL,65.6557998657227,-16.9181003570557,5217,0
BISF,63.92919921875,-21.0377998352051,5606,0
BISI,66.133301,-18.9167,19,0
BIST,65.06666667,-22.71666667,7791,0
BITN,66.2184982299805,-15.335599899292,4164,0
BIVM,63.4243011474609,-20.2789001464844,20,0
BIVO,65.7205963134766,-14.8506002426147,4165,0
BKPR,42.5728,21.035801,1689,0
BMKA,63.43333333,-51.18333333,7795,0
CAB3,48.75,-123.233001709,6611,0
CAC8,49.1833000183,-123.949996948,5478,0
CACQ,47.01666667,-65.46666667,7796,0
CAD4,49.0555992126,-117.60900116,6018,0
CAE5,50.1436004639,-122.948997498,4166,0
CAHR,46.35,-63.00166667,7797,0
CAJ4,52.4524993896484,-125.303001403809,4167,0
CAM9,49.177047,-123.168154,7300,0
CAP5,48.6538920506,-123.450450897,6019,0
CAQ3,50.5999984741,-127.583000183,3885,0
CAV3,51.6425018310547,-121.306999206543,6136,0
CAW5,50.7167015075684,-127.483001708984,7423,0
CAX6,48.8545,-123.4969,5479,0
CBA9,56.2750015258789,-124.052001953125,7438,0
CBBC,52.18333333,-128.15,7798,0
CBC7,49.2868921105,-123.106112257,7364,0
