CBF7,48.418098449707,-123.388000488281,7365,0
CBW4,56.9667015076,-130.25,6172,0
CCA6,52.5668983459473,-55.7846984863281,4168,0
CCD4,54.9105,-59.78507,5464,0
CCE4,53.4693984985,-55.7849998474,6014,0
CCH4,52.7649993896484,-56.1156005859375,7439,0
CCK4,52.3727989196777,-55.673900604248,4169,0
CCP4,52.5280990600586,-56.2860984802246,4170,0
CCW3,45.0518989563,-64.6517028809,5797,0
CCZ2,54.1796989440918,-58.4575004577637,4171,0
CCZ3,48.2747001647949,-53.923900604248,7433,0
CDG2,44.6161003112793,-65.7619018554688,6762,0
CDL7,68.1252746582,-106.585281372,7440,0
CDU9,42.8722000122,-79.5958023071,6737,0
CEB3,67.0392,-126.08,4172,0
CEC4,53.3191986084,-117.752998352,6957,0
CEG4,51.4963989257813,-112.749000549316,6892,0
CEM3,63.1316986083984,-117.246002197266,4173,0
CERM,47.41666667,-68.31666667,7799,0
CEW9,51.0778007507,-115.337997437,6830,0
CEZ5,60.6911010742188,-135.037002563477,7661,0
CFJ2,64.190804,-114.077002,5484,0
CJM9,49.767424,-94.49274,6964,0
CJT2,51.7322006225586,-96.9344024658203,6148,0
CJV7,52.7085990905762,-88.5419006347656,4174,0
CJX7,73.0058922479,-85.0325489044,6020,0
CKB6,53.8492012023926,-89.5793991088867,4175,0
CKD9,51.1300010681152,-91.6656036376953,6124,0
CKL3,52.8939018249512,-89.2891998291016,4176,0
CKM8,52.6067008972,-90.3768997192,6967,0
CKQ3,52.4900016784668,-92.9710998535156,4177,0
CLA4,44.0894012451172,-79.495002746582,6528,0
CMBB,45.61666667,-74.41666667,7800,0
CMBR,45.31666667,-73.91666667,7801,0
CMCT,45.00333333,-73.58333333,7802,0
CMCW,45.01666667,-73.86666667,7803,0
CMFM,47.31666667,-71.15,7804,0
CMGB,45.36666667,-72.76666667,7805,0
CMHB,45.63333333,-75.2,7806,0
CMHN,45.8,-74.65,7807,0
CMHW,45.00166667,-73.86666667,7808,0
CMLA,45.06666667,-73.00833333,7809,0
CMLI,45.86666667,-74.21666667,7810,0
CMPD,45.88333333,-74.1,7811,0
CMPL,45.3,-74.3,7812,0
CMRG,45.41666667,-73.05,7813,0
CMRI,45.48333333,-74.3,7814,0
CMRU,45.05,-73.8,7815,0
CMRY,45.11666667,-73.68333333,7816,0
CMSB,45.21666667,-73.01666667,7817,0
CMSC,46.2,-72.45,7818,0
CMSX,45.18333333,-73.61666667,7819,0
CMWD,46.01666667,-73.81666667,7820,0
CMYT,45.13333333,-73.76666667,7821,0
CNC3,43.7602996826,-79.875,5808,0
CND4,45.1108333333,-78.64,6523,0
CNE3,53.9655990600586,-91.0271987915039,4178,0
CNF4,44.3647,-78.783897,6524,0
CNGH,70.63333333,-100.2666667,7822,0
CNH2,55.913898,-61.184399,5463,0
CNJ4,44.6776557839,-79.3102169037,6527,0
CNK4,45.2575,-79.829697,6529,0
CNM5,53.0125007629395,-89.8553009033203,4179,0
CNT3,51.6585998535,-85.9017028809,4180,0
CNU8,43.9357986450195,-79.2621994018555,6522,0
CNV8,44.441101,-79.962799,6526,0
CNY3,44.4491996765,-80.1583023071,6125,0
CO00,39.2799987792969,-103.067001342773,6852,0
CPBT,49.56666667,-113.05,7823,0
CPCI,51.11666667,-114.0166667,7824,0
CPEH,50.18333333,-112.4333333,7825,0
CPFI,49.8,-112.0333333,7826,0
CPIR,49.9,-112.7333333,7827,0
CPQL,49.68333333,-112.75,7828,0
CPRO,50.00833333,-112.05,7829,0
CPRY,49.48333333,-112.6833333,7830,0
CPST,51.03333333,-113.2833333,7831,0
CPSV,49.91666667,-110.9166667,7832,0
CPV7,52.1133,-94.2556,4181,0
CPV8,52.9911003113,-92.8364028931,6116,0
CPVI,54.13333333,-111.9166667,7833,0
CPXL,49.86666667,-111.3833333,7834,0
CSU2,53.8055992126465,-78.9169006347656,4182,0
CTAE,45.55,-74.88333333,7835,0
CTAL,45.31666667,-74.61666667,7836,0
CTB6,50.6744003295898,-59.3835983276367,4183,0
CTCK,45.25,-74.96666667,7837,0
CTCW,45.03333333,-74.68333333,7838,0
CTK6,50.1958007812,-61.2658004761,6013,0
CTNK,45.53333333,-78.26666667,7839,0
CTPP,18.56666667,-72.31666667,7840,0
CTRA,49.00666667,-93.73333333,7841,0
CTT5,50.259701,-60.679401,6012,0
CTU5,50.8307991027832,-58.9756011962891,4184,0
CTWN,45.05,-75.00333333,7842,0
CVAS,50.71666667,-121.2833333,7843,0
CVBI,49.46666667,-94.03333333,7844,0
CWAB,48.28333333,-88.86666667,7845,0
CWAC,48.00666667,-124.0083333,7846,0
CWAD,50.83333333,-125.2,7847,0
CWAE,50.13333333,-122.95,7848,0
CWAF,48.06666667,-69.53333333,7849,0
CWAG,49.91666667,-55.00666667,7850,0
CWAH,45.85,-64.26666667,7851,0
CWAJ,42.25,-81.9,7852,0
CWAN,48.91666667,-125.5333333,7853,0
CWAQ,49.05,-105.4833333,7854,0
CWAR,47.28333333,-54.9,7855,0
CWAU,52.18333333,-128.1166667,7856,0
CWAV,51.76666667,-114.0066667,7857,0
CWAX,51.38333333,-56.08333333,7858,0
CWBA,46.71666667,-79.1,7859,0
CWBD,50.55,-103.65,7860,0
CWBE,45.98333333,-81.48333333,7861,0
CWBF,47.61666667,-57.63333333,7862,0
CWBG,51.25,-123.0666667,7863,0
CWBI,45.8,-80.53333333,7864,0
CWBK,45.76666667,-62.00666667,7865,0
CWBM,55.2,-119.4,7866,0
CWBO,50.53333333,-111.0083333,7867,0
CWBR,66.03333333,-91.00833333,7868,0
CWBS,46.18333333,-72.91666667,7869,0
CWBT,50.26666667,-64.23333333,7870,0
CWBU,53.00333333,-104.0166667,7871,0
CWBV,44.81666667,-62.31666667,7872,0
CWBY,49.81666667,-64.28333333,7873,0
CWBZ,45.11666667,-74.26666667,7874,0
CWCA,53.7,-57.01666667,7875,0
CWCF,52.35,-97.03333333,7876,0
CWCH,48.75,-91.61666667,7877,0
CWCI,47.31666667,-85.81666667,7878,0
CWCJ,48.6,-86.28333333,7879,0
CWCL,51.13333333,-121.005,7880,0
CWCO,44.45,-80.00166667,7881,0
CWCQ,47.78333333,-65.46666667,7882,0
CWCT,52.06666667,-111.4666667,7883,0
CWCU,44.36666667,-79.76666667,7884,0
CWCV,49.6,-126.6166667,7885,0
CWCZ,51.6,-127.8666667,7886,0
CWDA,50.71666667,-56.11666667,7887,0
CWDC,59.56666667,-108.4666667,7888,0
CWDD,42.28333333,-82.7,7889,0
CWDF,44.71666667,-81.26666667,7890,0
CWDH,50.21666667,-57.56666667,7891,0
CWDI,48.96666667,-56.06666667,7892,0
CWDJ,50.4,-104.5833333,7893,0
CWDK,50.01666667,-113.6166667,7894,0
CWDL,58.43333333,-130.0166667,7895,0
CWDM,50.46666667,-59.61666667,7896,0
CWDO,49.00666667,-54.78333333,7897,0
CWDQ,47.41666667,-72.78333333,7898,0
CWDR,48.41666667,-123.2333333,7899,0
CWDT,49.88333333,-71.25,7900,0
CWDV,49.01666667,-90.46666667,7901,0
CWDW,51.38333333,-56.1,7902,0
CWDZ,51.41666667,-112.0066667,7903,0
CWEB,49.38333333,-126.55,7904,0
CWEC,48.36666667,-89.11666667,7905,0
CWEE,49.26666667,-73.00333333,7906,0
CWEF,47.21666667,-60.11666667,7907,0
CWEH,49.41666667,-108.9666667,7908,0
CWEI,49.28333333,-100.9833333,7909,0
CWEK,54.58333333,-130.7,7910,0
CWEL,49.21666667,-123.7833333,7911,0
CWEM,51.25,-127.0083333,7912,0
CWEO,51.86666667,-63.26666667,7913,0
CWEP,46.45,-61.96666667,7914,0
CWEQ,52.11666667,-101.2166667,7915,0
CWER,47.78333333,-70.81666667,7916,0
CWES,50.76666667,-128.4166667,7917,0
CWET,44.23333333,-79.78333333,7918,0
CWEU,81.33333333,-85.91666667,7919,0
CWEW,45.81666667,-73.43333333,7920,0
CWEX,49.81666667,-97.23333333,7921,0
CWEZ,48.78333333,-123.05,7922,0
CWFD,66.56666667,-61.58333333,7923,0
CWFF,52.81666667,-104.5833333,7924,0
CWFG,50.81666667,-128.9,7925,0
CWFJ,49.2,-113.2666667,7926,0
CWFM,50.00333333,-125.45,7927,0
CWFQ,45.03333333,-72.81666667,7928,0
CWFR,52.26666667,-121.0333333,7929,0
CWGB,49.35,-124.0016667,7930,0
CWGD,43.76666667,-81.71666667,7931,0
CWGH,44.41666667,-75.85,7932,0
CWGJ,47.23333333,-84.58333333,7933,0
CWGL,44.51666667,-79.21666667,7934,0
CWGM,49.13333333,-113.7833333,7935,0
CWGN,49.01666667,-97.56666667,7936,0
CWGP,50.3,-122.7333333,7937,0
CWGQ,48.61666667,-79.45,7938,0
CWGR,47.41666667,-61.8,7939,0
CWGT,49.48333333,-124.4333333,7940,0
CWGU,45.86666667,-61.9,7941,0
CWGW,49.75,-114.9,7942,0
CWGX,56.35,-94.7,7943,0
CWGY,51.00666667,-110.2,7944,0
CWGZ,76.41666667,-82.9,7945,0
CWHA,53.45,-114.4666667,7946,0
CWHC,49.28333333,-123.1166667,7947,0
CWHH,53.03333333,-100.9333333,7948,0
CWHI,51.7,-113.2166667,7949,0
CWHL,54.00166667,-130.35,7950,0
CWHM,45.71666667,-73.36666667,7951,0
CWHN,54.88333333,-109.9666667,7952,0
CWHO,55.45,-60.21666667,7953,0
CWHP,49.06666667,-61.7,7954,0
CWHQ,46.68333333,-71.96666667,7955,0
CWHT,60.76666667,-137.5833333,7956,0
CWHV,46.2,-70.76666667,7957,0
CWHY,45.31666667,-72.25,7958,0
CWIA,48.65,-71.85,7959,0
CWIC,78.78333333,-103.55,7960,0
CWID,61.31666667,-117.6,7961,0
CWIE,64.38333333,-115.0166667,7962,0
CWIF,50.43333333,-128.0333333,7963,0
CWIG,47.06666667,-70.53333333,7964,0
CWII,50.7,-96.56666667,7965,0
CWIJ,65.76666667,-111.2333333,7966,0
CWIK,50.36666667,-102.5833333,7967,0
CWIL,68.31666667,-100.0666667,7968,0
CWIM,49.03333333,-90.41666667,7969,0
CWIO,56.71666667,-131.0066667,7970,0
CWIP,50.00166667,-66.43333333,7971,0
CWIQ,54.75,-110.0333333,7972,0
CWIS,47.28333333,-70.63333333,7973,0
CWIT,45.00166667,-73.00666667,7974,0
CWIU,48.48333333,-71.78333333,7975,0
CWIW,51.00666667,-105.4,7976,0
CWIX,48.6,-71.71666667,7977,0
CWIY,47.13333333,-67.81666667,7978,0
CWIZ,45.28333333,-73.00333333,7979,0
CWJB,46.78333333,-71.26666667,7980,0
CWJC,61.13333333,-100.9,7981,0
CWJD,53.00166667,-99.26666667,7982,0
CWJG,52.26666667,-128.4166667,7983,0
CWJH,56.31666667,-103.2666667,7984,0
CWJI,49.71666667,-105.9166667,7985,0
CWJM,44.7,-76.28333333,7986,0
CWJN,69.56666667,-138.9166667,7987,0
CWJO,48.43333333,-71.15,7988,0
CWJR,49.06666667,-116.005,7989,0
CWJT,46.06666667,-74.56666667,7990,0
CWJU,54.25,-133.0666667,7991,0
CWJV,50.21666667,-119.1833333,7992,0
CWJW,52.93333333,-118.0333333,7993,0
CWJX,50.88333333,-109.005,7994,0
CWKD,50.73333333,-71.01666667,7995,0
CWKG,44.43333333,-65.2,7996,0
CWKH,48.56666667,-123.55,7997,0
CWKK,49.71666667,-88.00333333,7998,0
CWKM,69.6,-140.0016667,7999,0
CWKO,49.00166667,-105.9666667,8000,0
CWKP,69.00666667,-121.0066667,8001,0
CWKS,57.25,-122.7166667,8002,0
CWKV,49.26666667,-121.2166667,8003,0
CWKW,59.96666667,-64.00166667,8004,0
CWKX,58.43333333,-130.0166667,8005,0
CWLA,54.25,-133.0666667,8006,0
CWLB,54.76666667,-112.0166667,8007,0
CWLC,54.3,-130.6166667,8008,0
CWLE,50.95,-107.15,8009,0
CWLF,52.21666667,-87.86666667,8010,0
CWLI,69.58333333,-130.9,8011,0
CWLM,48.41666667,-123.3166667,8012,0
CWLO,49.76666667,-99.61666667,8013,0
CWLP,50.93333333,-127.6333333,8014,0
CWLS,43.96666667,-80.75,8015,0
CWLT,82.005,-62.31666667,8016,0
CWLU,46.00833333,-71.00166667,8017,0
CWLX,68.9,-75.15,8018,0
CWLY,50.21666667,-121.5833333,8019,0
CWLZ,53.73333333,-105.2666667,8020,0
CWMD,76.21666667,-119.3166667,8021,0
CWME,52.18333333,-127.4666667,8022,0
CWMI,48.01666667,-64.005,8023,0
CWMJ,46.26666667,-77.26666667,8024,0
CWMK,45.7,-65.00166667,8025,0
CWMM,49.21666667,-122.6833333,8026,0
CWMN,45.41666667,-73.93333333,8027,0
CWMQ,49.9,-109.4666667,8028,0
CWMR,49.46666667,-123.9166667,8029,0
CWMS,52.26666667,-128.7166667,8030,0
CWMT,63.13333333,-117.25,8031,0
CWMW,46.36666667,-75.96666667,8032,0
CWMZ,45.01666667,-80.36666667,8033,0
CWNB,41.81666667,-82.46666667,8034,0
CWNC,43.95,-78.00166667,8035,0
CWND,69.63333333,-135.4333333,8036,0
CWNE,47.06666667,-65.06666667,8037,0
CWNH,47.78333333,-69.53333333,8038,0
CWNJ,54.56666667,-130.7,8039,0
CWNK,49.005,-98.03333333,8040,0
CWNL,45.61666667,-82.96666667,8041,0
CWNM,49.005,-117.2833333,8042,0
CWNP,50.26666667,-117.8166667,8043,0
CWNQ,46.21666667,-72.65,8044,0
CWNX,53.00666667,-124.8166667,8045,0
CWNZ,49.75,-84.00166667,8046,0
CWOB,63.31666667,-64.15,8047,0
CWOC,48.01666667,-65.31666667,8048,0
CWOD,48.85,-72.55,8049,0
CWOE,49.11666667,-110.4666667,8050,0
CWOK,51.11666667,-106.5666667,8051,0
CWOS,43.71666667,-65.25,8052,0
CWOU,54.76666667,-110.0666667,8053,0
CWOY,51.76666667,-104.2,8054,0
CWPB,44.85,-79.86666667,8055,0
CWPC,42.86666667,-79.25,8056,0
CWPD,47.56666667,-71.21666667,8057,0
CWPE,45.06666667,-66.46666667,8058,0
CWPF,48.43333333,-123.4333333,8059,0
CWPH,58.45,-78.11666667,8060,0
CWPI,50.98333333,-127.7333333,8061,0
CWPJ,47.06666667,-64.78333333,8062,0
CWPK,47.91666667,-74.61666667,8063,0
CWPL,51.46666667,-90.2,8064,0
CWPO,49.2,-98.9,8065,0
CWPQ,45.63333333,-73.005,8066,0
CWPR,49.46666667,-120.5166667,8067,0
CWPS,42.56666667,-80.03333333,8068,0
CWPU,52.11666667,-124.1166667,8069,0
CWPX,69.01666667,-107.8166667,8070,0
CWPZ,54.38333333,-125.9666667,8071,0
CWQA,49.58333333,-114.4166667,8072,0
CWQC,49.31666667,-124.9333333,8073,0
CWQG,46.88333333,-71.005,8074,0
CWQH,45.36666667,-71.81666667,8075,0
CWQK,48.3,-123.5333333,8076,0
CWQO,48.41666667,-68.9,8077,0
CWQP,43.00833333,-77.15,8078,0
CWQR,50.21666667,-64.21666667,8079,0
CWQS,53.31666667,-132.7666667,8080,0
CWQV,48.26666667,-70.11666667,8081,0
CWQY,63.6,-105.1333333,8082,0
CWRA,46.63333333,-53.06666667,8083,0
CWRC,47.55,-79.23333333,8084,0
CWRE,50.8,-96.95,8085,0
CWRF,69.41666667,-89.71666667,8086,0
CWRH,61.56666667,-64.65,8087,0
CWRJ,51.56666667,-107.9166667,8088,0
CWRK,45.06666667,-77.86666667,8089,0
CWRM,52.41666667,-114.9166667,8090,0
CWRN,45.35,-60.98333333,8091,0
CWRO,54.00166667,-131.0066667,8092,0
CWRT,49.61666667,-114.4666667,8093,0
CWRU,50.11666667,-127.9333333,8094,0
CWRW,45.71666667,-60.21666667,8095,0
CWRX,69.06666667,-79.01666667,8096,0
CWRY,49.11666667,-112.0333333,8097,0
CWRZ,48.41666667,-64.31666667,8098,0
CWSA,43.93333333,-61,8099,0
CWSD,46.41666667,-63.85,8100,0
CWSE,53.53333333,-114.0833333,8101,0
CWSF,49.25,-65.31666667,8102,0
CWSG,49.11666667,-66.65,8103,0
CWSI,42.85,-80.26666667,8104,0
CWSK,49.78333333,-123.0016667,8105,0
CWSL,50.7,-119.2666667,8106,0
CWSN,43.03333333,-81.15,8107,0
CWSO,43.36666667,-81.38333333,8108,0
CWSP,48.38333333,-123.9166667,8109,0
CWSR,53.36666667,-107.5333333,8110,0
CWSS,45.2,-67.25,8111,0
CWST,47.35,-70.01666667,8112,0
CWSV,52.1,-119.2833333,8113,0
CWSW,49.75,-114.8666667,8114,0
CWSZ,51.06666667,-97.53333333,8115,0
CWTA,45.005,-73.58333333,8116,0
CWTB,55.31666667,-63.21666667,8117,0
CWTD,65.1,-102.4333333,8118,0
CWTG,49.31666667,-67.36666667,8119,0
CWTH,58.65,-124.2333333,8120,0
CWTI,54.3,-130.8833333,8121,0
CWTL,53.81666667,-89.88333333,8122,0
CWTN,47.06666667,-70.78333333,8123,0
CWTP,47.00333333,-53.18333333,8124,0
CWTQ,45.46666667,-73.75,8125,0
CWTT,45.26666667,-72.00166667,8126,0
CWTU,54.71666667,-58.35,8127,0
CWTY,46.35,-72.51666667,8128,0
CWUK,49.81666667,-74.98333333,8129,0
CWUM,62.21666667,-133.0033333,8130,0
CWUP,68.46666667,-66.81666667,8131,0
CWUR,45.36666667,-63.26666667,8132,0
CWUS,49.56666667,-119.65,8133,0
CWUW,68.65,-71.00166667,8134,0
CWUX,48.3,-70.93333333,8135,0
CWVA,48.00666667,-53.11666667,8136,0
CWVB,53.005,-130.6333333,8137,0
CWVD,67.51666667,-63.76666667,8138,0
